Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
Q73GS6,Q73GS6_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,795,163164
Q73H73,Q73H73_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,562,163164
Q73HT0,Q73HT0_WOLPM,unreviewed,"ATPase, AAA family",Wolbachia pipientis wMel,404,163164
Q73H65,Q73H65_WOLPM,unreviewed,"ABC transporter, ATP-binding protein",Wolbachia pipientis wMel,224,163164
Q73IC9,Q73IC9_WOLPM,unreviewed,N utilization substance protein B homolog,Wolbachia pipientis wMel,160,163164
Q73G90,Q73G90_WOLPM,unreviewed,Cytochrome b,Wolbachia pipientis wMel,409,163164
Q73I65,Q73I65_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,77,163164
Q73G39,Q73G39_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,85,163164
Q73IF5,Q73IF5_WOLPM,unreviewed,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1),Wolbachia pipientis wMel,329,163164
Q73HP4,Q73HP4_WOLPM,unreviewed,MiaB-like tRNA modifying enzyme,Wolbachia pipientis wMel,408,163164
Q73I48,Q73I48_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,892,163164
Q73HS1,Q73HS1_WOLPM,unreviewed,"ATPase, AAA family",Wolbachia pipientis wMel,366,163164
Q73IS7,Q73IS7_WOLPM,unreviewed,Ankyrin repeat domain protein,Wolbachia pipientis wMel,800,163164
Q73IB2,Q73IB2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,334,163164
Q73GZ1,Q73GZ1_WOLPM,unreviewed,AraM protein,Wolbachia pipientis wMel,418,163164
Q73H32,Q73H32_WOLPM,unreviewed,GTPase Era,Wolbachia pipientis wMel,294,163164
Q73G27,Q73G27_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73IP4,Q73IP4_WOLPM,unreviewed,DNA gyrase subunit B (EC 5.99.1.3),Wolbachia pipientis wMel,795,163164
Q73HB3,Q73HB3_WOLPM,unreviewed,Transcription elongation factor GreA (Transcript cleavage factor GreA),Wolbachia pipientis wMel,164,163164
Q73HF5,Q73HF5_WOLPM,unreviewed,"Regulatory protein RepA, putative",Wolbachia pipientis wMel,731,163164
Q73G01,Q73G01_WOLPM,unreviewed,Enoyl-(Acyl-carrier-protein) reductase II (EC 1.3.1.9),Wolbachia pipientis wMel,342,163164
Q73G41,Q73G41_WOLPM,unreviewed,NADH-quinone oxidoreductase subunit A (EC 1.6.5.11) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1),Wolbachia pipientis wMel,117,163164
Q73IK0,Q73IK0_WOLPM,unreviewed,NADH-quinone oxidoreductase (EC 1.6.5.11),Wolbachia pipientis wMel,682,163164
Q73GI4,Q73GI4_WOLPM,unreviewed,"Biotin protein ligase, putative",Wolbachia pipientis wMel,347,163164
Q73HL8,Q73HL8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73FZ6,Q73FZ6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,161,163164
Q73I31,Q73I31_WOLPM,unreviewed,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),Wolbachia pipientis wMel,545,163164
Q73H19,Q73H19_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,290,163164
Q73GF8,Q73GF8_WOLPM,unreviewed,Cysteine desulfurase IscS (EC 2.8.1.7),Wolbachia pipientis wMel,415,163164
Q73FV6,Q73FV6_WOLPM,unreviewed,ParA family protein,Wolbachia pipientis wMel,280,163164
Q73IK9,Q73IK9_WOLPM,unreviewed,Exopolysaccharide synthesis protein ExoD-related protein,Wolbachia pipientis wMel,218,163164
Q73GP4,Q73GP4_WOLPM,unreviewed,Chaperone protein HscA,Wolbachia pipientis wMel,582,163164
Q73FQ7,Q73FQ7_WOLPM,unreviewed,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),Wolbachia pipientis wMel,183,163164
Q73FR8,Q73FR8_WOLPM,unreviewed,"Peptidoglycan-associated lipoprotein, putative",Wolbachia pipientis wMel,159,163164
Q73HG1,Q73HG1_WOLPM,unreviewed,"Prophage LambdaW4, minor capsid protein C, putative",Wolbachia pipientis wMel,353,163164
Q73HU8,Q73HU8_WOLPM,unreviewed,Ribosome-binding ATPase YchF,Wolbachia pipientis wMel,364,163164
Q73I95,Q73I95_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,84,163164
Q73GG4,Q73GG4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,165,163164
Q73FT6,Q73FT6_WOLPM,unreviewed,"ATP-dependent Clp protease, ATP-binding subunit ClpA",Wolbachia pipientis wMel,768,163164
Q73H66,Q73H66_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,232,163164
Q73FS7,Q73FS7_WOLPM,unreviewed,"Hydrolase, haloacid dehalogenase-like family",Wolbachia pipientis wMel,211,163164
Q73HD7,Q73HD7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,179,163164
Q73HH8,Q73HH8_WOLPM,unreviewed,"Regulatory protein RepA, putative",Wolbachia pipientis wMel,682,163164
Q73IK2,Q73IK2_WOLPM,unreviewed,Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),Wolbachia pipientis wMel,331,163164
Q73IM8,Q73IM8_WOLPM,unreviewed,"Membrane protein CvpA, putative",Wolbachia pipientis wMel,196,163164
Q73GI6,Q73GI6_WOLPM,unreviewed,"NADH dehydrogenase I, M subunit (EC 1.6.5.3)",Wolbachia pipientis wMel,480,163164
Q73GT1,Q73GT1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,97,163164
Q73HT4,Q73HT4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,97,163164
Q73GV6,Q73GV6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,275,163164
Q73HL6,Q73HL6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,277,163164
Q73H56,Q73H56_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,349,163164
Q73IA0,Q73IA0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,86,163164
Q73G34,Q73G34_WOLPM,unreviewed,DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I),Wolbachia pipientis wMel,816,163164
Q73IX5,Q73IX5_WOLPM,unreviewed,Protein translocase subunit SecE,Wolbachia pipientis wMel,69,163164
Q73HE2,Q73HE2_WOLPM,unreviewed,"Transcriptional regulator, putative",Wolbachia pipientis wMel,303,163164
Q73G95,Q73G95_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,165,163164
Q73H63,Q73H63_WOLPM,unreviewed,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,Wolbachia pipientis wMel,399,163164
Q73FS1,Q73FS1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,197,163164
Q73FZ4,Q73FZ4_WOLPM,unreviewed,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),Wolbachia pipientis wMel,454,163164
Q73GQ2,Q73GQ2_WOLPM,unreviewed,Dihydrofolate reductase (EC 1.5.1.3),Wolbachia pipientis wMel,159,163164
Q73GC8,Q73GC8_WOLPM,unreviewed,Aminotransferase (EC 2.6.1.-),Wolbachia pipientis wMel,397,163164
Q73HQ6,Q73HQ6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,72,163164
Q73H83,Q73H83_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,164,163164
Q73GB3,Q73GB3_WOLPM,unreviewed,Sodium/alanine symporter family protein,Wolbachia pipientis wMel,488,163164
Q73GP6,Q73GP6_WOLPM,unreviewed,HesB/YadR/YfhF family protein,Wolbachia pipientis wMel,137,163164
Q73HN1,Q73HN1_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,180,163164
Q73FU5,Q73FU5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,402,163164
Q73ID7,Q73ID7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,413,163164
Q73IT3,Q73IT3_WOLPM,unreviewed,30S ribosomal protein S9,Wolbachia pipientis wMel,151,163164
Q73GJ9,Q73GJ9_WOLPM,unreviewed,Smr domain family protein,Wolbachia pipientis wMel,166,163164
Q73HI5,Q73HI5_WOLPM,unreviewed,"Prophage P2W3, contractile tail tube protein",Wolbachia pipientis wMel,165,163164
Q73G58,Q73G58_WOLPM,unreviewed,"ABC transporter, periplasmic substrate-binding protein, putative",Wolbachia pipientis wMel,151,163164
Q73H54,Q73H54_WOLPM,unreviewed,"Polysaccharide deacetylase, putative",Wolbachia pipientis wMel,279,163164
Q73IH2,Q73IH2_WOLPM,unreviewed,"Membrane protein, TerC family",Wolbachia pipientis wMel,235,163164
Q73H55,Q73H55_WOLPM,unreviewed,Penicillin-binding protein,Wolbachia pipientis wMel,524,163164
Q73I81,Q73I81_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,296,163164
Q73I53,Q73I53_WOLPM,unreviewed,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),Wolbachia pipientis wMel,457,163164
Q73H27,Q73H27_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,268,163164
Q73FZ3,Q73FZ3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,274,163164
Q73G72,Q73G72_WOLPM,unreviewed,"Ribosomal protein S1, putative",Wolbachia pipientis wMel,550,163164
Q73IJ1,Q73IJ1_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,103,163164
Q73HU1,Q73HU1_WOLPM,unreviewed,Glyceraldehyde 3-phosphate dehydrogenase (EC 1.2.1.12),Wolbachia pipientis wMel,365,163164
Q73FN7,Q73FN7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,117,163164
Q73HR1,Q73HR1_WOLPM,unreviewed,"Competence lipoprotein ComL, putative",Wolbachia pipientis wMel,235,163164
Q73HK0,Q73HK0_WOLPM,unreviewed,CBS domain protein,Wolbachia pipientis wMel,427,163164
Q73I77,Q73I77_WOLPM,unreviewed,Cytochrome c oxidase subunit 2 (EC 1.9.3.1),Wolbachia pipientis wMel,254,163164
Q73HR0,Q73HR0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,313,163164
Q73HC4,Q73HC4_WOLPM,unreviewed,"Prophage LambdaW5, baseplate assembly protein V",Wolbachia pipientis wMel,154,163164
Q73HV2,Q73HV2_WOLPM,unreviewed,Ankyrin repeat domain protein,Wolbachia pipientis wMel,632,163164
Q73IA6,Q73IA6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,74,163164
Q73I20,Q73I20_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,59,163164
Q73HM6,Q73HM6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,63,163164
Q73GI5,Q73GI5_WOLPM,unreviewed,NADH-quinone oxidoreductase subunit N (EC 1.6.5.11) (NADH dehydrogenase I subunit N) (NDH-1 subunit N),Wolbachia pipientis wMel,454,163164
Q73IT9,Q73IT9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,108,163164
Q73IY4,Q73IY4_WOLPM,unreviewed,Type IV secretion system protein VirD4,Wolbachia pipientis wMel,648,163164
Q73FV3,Q73FV3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,204,163164
Q73HY8,Q73HY8_WOLPM,unreviewed,"ABC transporter, HlyB/MsbA family, putative",Wolbachia pipientis wMel,568,163164
Q73GE8,Q73GE8_WOLPM,unreviewed,Aminopeptidase P (EC 3.4.11.9),Wolbachia pipientis wMel,555,163164
Q73GR5,Q73GR5_WOLPM,unreviewed,Bifunctional purine biosynthesis protein PurH [Includes: IMP cyclohydrolase (EC 3.5.4.10) (IMP synthase) (ATIC) (Inosinicase); Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase)],Wolbachia pipientis wMel,503,163164
Q73FW2,Q73FW2_WOLPM,unreviewed,30S ribosomal protein S21,Wolbachia pipientis wMel,66,163164
Q73IJ3,Q73IJ3_WOLPM,unreviewed,Major facilitator family transporter,Wolbachia pipientis wMel,415,163164
Q73G81,Q73G81_WOLPM,unreviewed,Signal recognition particle protein (Fifty-four homolog),Wolbachia pipientis wMel,447,163164
Q73FM8,Q73FM8_WOLPM,unreviewed,"Monovalent cation/proton antiporter, MnhC/PhaC subunit family",Wolbachia pipientis wMel,103,163164
Q73H58,Q73H58_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,94,163164
Q73G20,Q73G20_WOLPM,unreviewed,"Site-specific recombinase, phage integrase family",Wolbachia pipientis wMel,328,163164
Q73ID2,Q73ID2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,171,163164
Q73HR4,Q73HR4_WOLPM,unreviewed,SPFH domain/Band 7 family protein,Wolbachia pipientis wMel,281,163164
Q73GY0,Q73GY0_WOLPM,unreviewed,Octaprenyl-diphosphate synthase,Wolbachia pipientis wMel,328,163164
Q73GE1,Q73GE1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,325,163164
Q73H51,Q73H51_WOLPM,unreviewed,Cell division protein FtsZ,Wolbachia pipientis wMel,398,163164
Q73IE7,Q73IE7_WOLPM,unreviewed,Response regulator/GGDEF domain protein,Wolbachia pipientis wMel,460,163164
Q73I19,Q73I19_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,330,163164
Q73GX7,Q73GX7_WOLPM,unreviewed,"Hydrolase, alpha/beta fold family",Wolbachia pipientis wMel,253,163164
Q73HR3,Q73HR3_WOLPM,unreviewed,M23/M37 peptidase domain protein,Wolbachia pipientis wMel,312,163164
Q73IC1,Q73IC1_WOLPM,unreviewed,Drug resistance transporter,Wolbachia pipientis wMel,387,163164
Q73HG5,Q73HG5_WOLPM,unreviewed,"Prophage LambdaW4, terminase large subunit, putative",Wolbachia pipientis wMel,607,163164
Q73I93,Q73I93_WOLPM,unreviewed,"Prophage LambdaW1, baseplate assembly protein J, putative",Wolbachia pipientis wMel,269,163164
Q73H79,Q73H79_WOLPM,unreviewed,"Pyruvate, phosphate dikinase (EC 2.7.9.1)",Wolbachia pipientis wMel,912,163164
Q73FK7,Q73FK7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,240,163164
Q73IT0,Q73IT0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,191,163164
Q73GA7,Q73GA7_WOLPM,unreviewed,Folylpolyglutamate synthase (EC 6.3.2.17),Wolbachia pipientis wMel,429,163164
Q73IY9,Q73IY9_WOLPM,unreviewed,GTP cyclohydrolase II,Wolbachia pipientis wMel,360,163164
Q73HX4,Q73HX4_WOLPM,unreviewed,Pseudouridine synthase (EC 5.4.99.-),Wolbachia pipientis wMel,307,163164
Q73FY2,Q73FY2_WOLPM,unreviewed,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),Wolbachia pipientis wMel,313,163164
Q73GP8,Q73GP8_WOLPM,unreviewed,Signal recognition particle receptor FtsY (SRP receptor),Wolbachia pipientis wMel,303,163164
Q73HE0,Q73HE0_WOLPM,unreviewed,"DNA repair protein RadC, putative",Wolbachia pipientis wMel,218,163164
Q73H62,Q73H62_WOLPM,unreviewed,Riboflavin biosynthesis protein RibD,Wolbachia pipientis wMel,360,163164
Q73I80,Q73I80_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,303,163164
Q73HL5,Q73HL5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,63,163164
Q73IK5,Q73IK5_WOLPM,unreviewed,Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS),Wolbachia pipientis wMel,705,163164
Q73GA5,Q73GA5_WOLPM,unreviewed,Aromatic-rich protein family,Wolbachia pipientis wMel,153,163164
Q73IX1,Q73IX1_WOLPM,unreviewed,50S ribosomal protein L10,Wolbachia pipientis wMel,172,163164
Q73GL9,Q73GL9_WOLPM,unreviewed,Cystathionine beta-lyase (EC 4.4.1.8),Wolbachia pipientis wMel,403,163164
Q73HB7,Q73HB7_WOLPM,unreviewed,3-oxoacyl-(Acyl-carrier-protein) reductase (EC 1.1.1.100),Wolbachia pipientis wMel,244,163164
Q73HL7,Q73HL7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,77,163164
Q939B7,Q939B7_WOLPM,unreviewed,"Phage-related tail protein (Prophage P2W3, tail tape measure protein)",Wolbachia pipientis wMel,680,163164
Q73G67,Q73G67_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,77,163164
Q73FT1,Q73FT1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,180,163164
Q73GU2,Q73GU2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,819,163164
Q73HJ4,Q73HJ4_WOLPM,unreviewed,Patatin family protein,Wolbachia pipientis wMel,302,163164
Q73I99,Q73I99_WOLPM,unreviewed,"Prophage LambdaW1, transposase, IS110 family",Wolbachia pipientis wMel,340,163164
Q73I91,Q73I91_WOLPM,unreviewed,"Prophage LambdaW1, ankyrin repeat domain protein",Wolbachia pipientis wMel,200,163164
Q73FK6,Q73FK6_WOLPM,unreviewed,Glutamine synthetase (EC 6.3.1.2),Wolbachia pipientis wMel,245,163164
Q73HU7,Q73HU7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,301,163164
Q73G75,Q73G75_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,92,163164
Q73II6,Q73II6_WOLPM,unreviewed,Monoxygenase family protein,Wolbachia pipientis wMel,382,163164
Q73G74,Q73G74_WOLPM,unreviewed,Cell division protein ZapA,Wolbachia pipientis wMel,108,163164
Q73I97,Q73I97_WOLPM,unreviewed,"Prophage LambdaW1, minor tail protein Z, putative",Wolbachia pipientis wMel,165,163164
Q73I25,Q73I25_WOLPM,unreviewed,Endo/excinuclease amino terminal domain protein,Wolbachia pipientis wMel,96,163164
Q73GU3,Q73GU3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,64,163164
Q73HG9,Q73HG9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,164,163164
Q73IY8,Q73IY8_WOLPM,unreviewed,Type IV secretion system protein VirB8,Wolbachia pipientis wMel,226,163164
Q73HK6,Q73HK6_WOLPM,unreviewed,Transaldolase (EC 2.2.1.2),Wolbachia pipientis wMel,213,163164
Q73I21,Q73I21_WOLPM,unreviewed,"Cation ABC transporter, permease protein, putative",Wolbachia pipientis wMel,266,163164
Q73G11,Q73G11_WOLPM,unreviewed,"Propionyl-CoA carboxylase, beta subunit (EC 6.4.1.3)",Wolbachia pipientis wMel,508,163164
Q73GS4,Q73GS4_WOLPM,unreviewed,Type IV secretion system protein VirB4,Wolbachia pipientis wMel,801,163164
Q73IB5,Q73IB5_WOLPM,unreviewed,"Transcriptional regulator, putative",Wolbachia pipientis wMel,308,163164
Q73GX8,Q73GX8_WOLPM,unreviewed,Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS),Wolbachia pipientis wMel,332,163164
Q73IL0,Q73IL0_WOLPM,unreviewed,Exopolysaccharide synthesis protein ExoD-related protein,Wolbachia pipientis wMel,218,163164
Q73HT2,Q73HT2_WOLPM,unreviewed,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23),Wolbachia pipientis wMel,224,163164
Q73GD7,Q73GD7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,60,163164
Q73H07,Q73H07_WOLPM,unreviewed,Type I secretion system ATPase,Wolbachia pipientis wMel,581,163164
Q73G17,Q73G17_WOLPM,unreviewed,Citrate synthase,Wolbachia pipientis wMel,416,163164
Q73H72,Q73H72_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,142,163164
Q73HK2,Q73HK2_WOLPM,unreviewed,Flavin prenyltransferase UbiX (EC 2.5.1.129),Wolbachia pipientis wMel,191,163164
Q73I37,Q73I37_WOLPM,unreviewed,Fic family protein,Wolbachia pipientis wMel,360,163164
Q73I42,Q73I42_WOLPM,unreviewed,Heme exporter protein CcmC,Wolbachia pipientis wMel,236,163164
Q73GJ4,Q73GJ4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,488,163164
Q73IG4,Q73IG4_WOLPM,unreviewed,Phosphate transport system permease protein,Wolbachia pipientis wMel,302,163164
Q73IN5,Q73IN5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,91,163164
Q73GI0,Q73GI0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,161,163164
Q73IK7,Q73IK7_WOLPM,unreviewed,"ABC transporter, ATP-binding protein",Wolbachia pipientis wMel,257,163164
Q73HL9,Q73HL9_WOLPM,unreviewed,Glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16),Wolbachia pipientis wMel,606,163164
Q73I33,Q73I33_WOLPM,unreviewed,Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64),Wolbachia pipientis wMel,391,163164
Q73HZ0,Q73HZ0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73G62,Q73G62_WOLPM,unreviewed,"2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-) (5-demethoxyubiquinone hydroxylase) (DMQ hydroxylase)",Wolbachia pipientis wMel,180,163164
Q73HW6,Q73HW6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,792,163164
Q73HN6,Q73HN6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,2843,163164
Q73IE2,Q73IE2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73I86,Q73I86_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,404,163164
Q73GT6,Q73GT6_WOLPM,unreviewed,"Ferredoxin, iron-sulfur cluster assembly system",Wolbachia pipientis wMel,119,163164
Q73FW8,Q73FW8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,129,163164
Q73HN5,Q73HN5_WOLPM,unreviewed,Ankyrin repeat domain protein,Wolbachia pipientis wMel,469,163164
Q73G78,Q73G78_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,183,163164
Q73FT8,Q73FT8_WOLPM,unreviewed,Cold-shock domain family protein,Wolbachia pipientis wMel,83,163164
Q73HT1,Q73HT1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,440,163164
Q73II3,Q73II3_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,136,163164
Q73GF7,Q73GF7_WOLPM,unreviewed,TldD protein,Wolbachia pipientis wMel,472,163164
Q73IA8,Q73IA8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,163,163164
Q73IP7,Q73IP7_WOLPM,unreviewed,SCO1/SenC family protein,Wolbachia pipientis wMel,202,163164
Q73HJ1,Q73HJ1_WOLPM,unreviewed,"Prophage P2W3, tail protein X, putative",Wolbachia pipientis wMel,69,163164
Q73H64,Q73H64_WOLPM,unreviewed,HesB/YadR/YfhF family protein,Wolbachia pipientis wMel,153,163164
Q73FN4,Q73FN4_WOLPM,unreviewed,"Ribonuclease, BN family",Wolbachia pipientis wMel,271,163164
Q73IQ1,Q73IQ1_WOLPM,unreviewed,Aconitate hydratase (Aconitase) (EC 4.2.1.3),Wolbachia pipientis wMel,861,163164
Q73IG9,Q73IG9_WOLPM,unreviewed,Ribonucleoside-diphosphate reductase (EC 1.17.4.1),Wolbachia pipientis wMel,594,163164
Q73GR9,Q73GR9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73GJ1,Q73GJ1_WOLPM,unreviewed,DNA helicase (EC 3.6.4.12),Wolbachia pipientis wMel,638,163164
Q73IL7,Q73IL7_WOLPM,unreviewed,"Transcriptional activator, tenA family, putative",Wolbachia pipientis wMel,219,163164
Q73FP0,Q73FP0_WOLPM,unreviewed,DNA replication and repair protein RecF,Wolbachia pipientis wMel,365,163164
Q73IR0,Q73IR0_WOLPM,unreviewed,"Ferredoxin, 4Fe-4S",Wolbachia pipientis wMel,124,163164
Q73GF0,Q73GF0_WOLPM,unreviewed,Phospholipase/carboxylesterase family protein,Wolbachia pipientis wMel,214,163164
Q73HR5,Q73HR5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,91,163164
Q73FT0,Q73FT0_WOLPM,unreviewed,Nuclease-related protein,Wolbachia pipientis wMel,176,163164
Q73GV2,Q73GV2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,191,163164
Q73GQ9,Q73GQ9_WOLPM,unreviewed,"Transposase, IS5 family, truncation",Wolbachia pipientis wMel,98,163164
Q73GB7,Q73GB7_WOLPM,unreviewed,Cation efflux family protein,Wolbachia pipientis wMel,298,163164
Q73I22,Q73I22_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,121,163164
Q73G07,Q73G07_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,565,163164
Q73G38,Q73G38_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,255,163164
Q73H69,Q73H69_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,245,163164
Q73G63,Q73G63_WOLPM,unreviewed,"Disulfide bond formation protein, DsbB family",Wolbachia pipientis wMel,173,163164
Q73IF8,Q73IF8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,207,163164
Q73GU1,Q73GU1_WOLPM,unreviewed,UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B),Wolbachia pipientis wMel,635,163164
Q73GR0,Q73GR0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,451,163164
Q73FW6,Q73FW6_WOLPM,unreviewed,Nitroreductase family protein,Wolbachia pipientis wMel,195,163164
Q73GY3,Q73GY3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,200,163164
Q73FZ5,Q73FZ5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,163,163164
Q73I96,Q73I96_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,157,163164
Q73IM1,Q73IM1_WOLPM,unreviewed,S-adenosylmethionine synthetase (EC 2.5.1.6),Wolbachia pipientis wMel,390,163164
Q73I28,Q73I28_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,198,163164
Q73G48,Q73G48_WOLPM,unreviewed,Ribosomal silencing factor RsfS,Wolbachia pipientis wMel,105,163164
Q73FX4,Q73FX4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,594,163164
Q73GJ0,Q73GJ0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,142,163164
Q73HG6,Q73HG6_WOLPM,unreviewed,"Prophage LambdaW4, ankyrin repeat domain protein",Wolbachia pipientis wMel,493,163164
