yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CCE47	Entry
43023	Q9VBW6
43020	Q9VBW9
191230	Q2AAC3
191230	Q9N4P2
387640	Q1XH10
832465	Q9FLW1
832467	A0A178UDI3
832467	Q9MBA2
832466	A0A178ULF4
832466	Q9FLW0
211323	A0A140LIK5
211323	Q6DR98
211323	Q6DR99
832468	A0A178USC2
832468	A0A1R7T388
832468	Q9FLV9
735130	A0A1L8ETM1
735130	Q4V7K2
102414	O35492
855237	Q04338
855236	Q04336
9429	A0A024RDD4
9429	Q9UNQ0
11648	F8VQM0
11648	Q1LZM2
235339	Q8BMF4
9421	O96004
11640	O08715
11640	Q9CTT7
9423	O95631
9422	O43296
9425	Q9Y232
70439	Q8BQ46
11647	P09242
11647	Q3TQ02
9426	Q9Y6F7
17777	O08601
17776	B1AST7
17776	E9Q1Q1
17776	E9QLW6
17776	Q60592
17775	E9QLR3
17775	Q8BG66
17772	B1AW21
17772	Q3UDN6
17772	Q9D4L1
17772	Q9Z2C5
2540797	O60142
64313	P04182
60672	Q5JXC2
60673	A0A024R128
60673	Q9BSB4
824085	Q9M3A8
60676	Q9BXP8
824087	F4IWT1
824087	Q9ASW3
60678	P57772
64319	B3KTZ7
64319	J3KNZ9
64319	Q9HAH7
64318	Q8WTT2
2542280	Q9Y826
215008	D3Z4E6
215008	Q3ZK22
388951	A0A140VJY4
388951	Q8N831
833518	A0A178U7F3
833518	Q9FJA6
820294	Q9MAC8
820294	W8QNS2
2542287	O14241
42777	Q9VCL2
811945	Q8IL84
42770	A0A0B4LHI9
42770	E1JIU5
42770	Q8IMY7
42770	Q9VCL9
42773	A0A0B4LHM3
42773	Q8IMY6
42773	Q8MQQ0
42773	Q9VCL6
42772	Q9VCL7
21399	E9PYD5
21399	P10711
21399	Q3UWX7
27494	Q8VHG2
211586	A0A087WPU8
211586	E9PWL5
211586	F6QG91
211586	J3QK26
211586	Q3TY79
211586	Q56A02
211586	Q8BHD2
211586	Q8C537
211586	Q8C8M7
730262	A0A075B759
730262	P0DN26
57528	A8K8W2
57528	Q68DU8
841584	A0A178W2E7
841584	Q9C512
841585	Q8H1G0
99412	E9PUQ5
99412	Q5DTL1
99412	Q921M4
57529	Q8NET4
850609	P43620
850608	P43619
841583	A0A178WDD2
841583	Q9C553
850605	P43616
850604	P43615
850607	P43618
850606	P43617
850601	P43612
850600	P43611
850603	P43614
850602	P43613
829874	O23166
9289	A0A024R6U7
9289	A0A0S2Z517
9289	B3KQN7
9289	B3KQV4
9289	B4DM06
9289	Q9Y653
831223	A0A178UMY3
831223	Q9FKI4
9284	Q9UND3
9287	Q9P1P5
152579	Q8WU76
9282	O60244
396416	Q00944
813127	Q8I3F3
269224	Q8CEE6
3647888	G1UB61
57526	B3KU71
57526	Q8TAB3
2539113	O94478
152573	A0PJX4
2540208	Q9Y7M3
10204	A0A024R6Y2
10204	P61970
10205	A0A024R3K1
10205	O60487
10202	Q13268
10203	D3DPG9
10203	Q16602
10200	H3BNT4
10200	Q99547
10201	A0A0C4DG91
10201	C9JQB1
10201	O75414
2540200	O74731
2540201	Q9P380
2540202	O60123
2540203	O94375
10208	A8K1B1
10208	B3KQ64
10208	Q5W0Q7
10209	P41567
10209	Q6IAV3
287552	A1A5L1
834150	Q9FH73
3772641	Q9VWG0
176527	Q9XXD7
176526	G5ECN5
37962	Q32KD2
37964	Q9W108
37966	Q9W106
37967	A0A0B4K885
37967	Q9GYV5
30998	D3DME3
30998	P42787
30998	Q6AWJ5
30998	X2J9Z1
226407	A0A1D5RLG3
226407	Q80UJ7
34433	Q9XYW6
30991	Q9I7Z8
34431	Q9VKV6
34430	M9PCM4
34430	P29052
34437	Q8IPB7
34437	Q9VKV1
30995	Q7KW39
30996	Q8MYW2
34434	Q9VKV4
27418	O89050
27418	Q3UWT3
814878	Q9ZQ85
814879	A0A178VPY7
814879	A0A1P8AZV6
814879	Q6NPI4
4961526	F5HCV3
4961526	O92608
4961527	Q9QR71
4961524	F5HA27
4961524	Q76RF3
4961525	D0UZS0
4961525	Q2HR75
814872	A0A178VQH0
814872	Q8GZ22
814873	Q9ZQ80
4961521	Q2HRD3
66310	Q99LT0
66313	A2A5Z6
66313	Q9CSE3
24379	C9E895
24379	P18088
66314	A2AUD5
66314	Q3TAI4
66314	Q3TUJ9
66314	Q8BKP1
66314	Q9CYZ2
66317	A0MNP4
66317	D6RDC7
66317	Q9ERF3
2983	B7Z685
2983	B7Z6G8
2983	B7Z9H9
2983	D6RC99
2983	E9PCN2
2983	Q02153
2982	B3KU69
2982	Q02108
114851	Q64315
144363	Q6IPR1
2987	A0A024R3U5
2987	Q16774
2987	Q6IBG8
2986	P51841
2984	P25092
150365	Q4G0I1
150365	Q5TIA1
68926	Q91VX2
217980	Q6A0A2
835202	A0A178U9F4
835202	Q9LU46
826739	Q9SUS4
67951	Q3UMM1
67951	Q922F4
67952	Q4KL41
67952	Q9DCC8
67955	Q9CX34
67956	A0A0G2JFK5
67956	D3YXI6
67956	E9QNB8
67956	Q2YDW7
67956	Q8C1L9
67958	Q6NV83
65062	Q96Q45
851264	Q05359
851265	P39706
851266	P22336
851267	P39707
50196	Q9VPZ1
851261	P39702
851262	P34111
851263	P39705
615026	P00760
851268	O13527
851269	P0CX57
851269	P0CX58
2541559	O14035
2541558	Q09920
2655158	Q8IBK1
826730	A0A178UYW5
826730	Q9SAR0
446470	Q6DEB3
79612	A4FU51
79612	Q6N069
79613	B3KTB6
79613	Q9C0B7
844259	A0A1P8AQ56
844259	Q6R0A6
439	O43681
79618	D3DSU2
79618	Q6NT76
55787	Q9NUQ3
435	A0A024RDL8
435	A0A0S2Z316
435	P04424
432	P07306
432	Q6FGQ5
433	P07307
433	Q7Z4G9
430	Q99929
92293	Q8N3T6
852519	P32327
852518	P38316
440738	Q9BXW4
834707	Q9FIR1
852513	P32831
852512	P38313
852511	P38312
852517	P38315
852516	Q01448
852515	P38314
852514	P15807
856609	P38887
856608	P38698
282205	P07318
856603	P38882
856602	P38881
856601	P38880
856600	P38879
856607	P38886
856606	P38885
856605	P38884
856604	P38883
32871	Q9VWQ1
55015	Q86UA1
181545	P10771
32872	P29746
32875	Q9VWP7
32874	M9PHI8
32874	Q9VWP8
32877	Q9VWP5
32877	R9PY26
32876	Q9BLX1
32876	Q9VWP6
32876	X2JCH3
197320	A0A0A0MSW5
197320	Q96MU6
197322	F5H5A1
197322	Q4G176
100380998	A0A1L8GAE4
100380998	P52299
93742	A0A0R4J1Y4
93742	A5D6P2
93742	B2RUK1
93742	B7ZNY3
93742	E9PYJ2
93742	G3XA13
93742	Q99NH2
834823	A0A178UN06
834823	A0A178UN67
834823	F4JYM8
834823	Q3E8F0
834823	Q9FIK7
3361342	O94640
55781	Q9BVS4
836810	Q9FL03
40891	Q9VIA5
374378	Q58A54
374378	Q6P9A2
100775870	D6C4Z8
100775870	K7KVV2
35473	A0A0B4K6P6
35473	P47947
35475	A0A0B4LES3
35475	Q9V9E3
35478	A0A0B4K6X3
35478	A1Z6E0
107823	D3Z3E0
107823	D3Z3E4
107823	Q8BJU7
107823	Q8BVE8
390502	A0A0G2JPK4
390502	S4UD68
43797	F3YDK4
43797	Q8IMC4
43797	Q95RR6
43797	Q9V4D9
778059	Q0PJH8
834702	A0A1R7T389
834702	Q9LS24
23808	E9PU93
23808	Q3UJ62
23808	Q3UKZ9
23808	Q91X20
64093	A0A024R6E0
64093	Q9H4F8
51384	E9PH60
51384	Q9UBV4
9100	Q14694
842994	A0A1P8AS72
842994	A0A1P8AS85
842994	F4HQ03
842994	Q9C9M8
23802	Q3TCI2
23802	Q9R049
815830	Q9SHS2
23806	Q9Z1K5
23807	Q3TK92
23807	Q9Z1K6
23805	G5E832
244879	Q8BMA5
55783	Q8IYT2
27139	P62856
27132	Q9UBL6
27130	A0A024R153
27130	Q2M1I4
27130	Q9Y283
27131	Q6P5V6
27131	Q9Y5X3
2655153	C0H4K2
27134	O95049
25400	P11275
815981	O82330
25404	B1WBN8
25404	Q2IBC6
25404	Q3MHT6
25405	P39950
827479	Q9SYX1
32295	D3DMZ2
32295	Q8MSV1
32295	Q9XZF0
32294	Q9VYD7
32294	X2JEU5
32297	Q9VYD5
32291	Q9VYE0
32292	Q7KV27
32292	Q9VYD9
853640	P07236
853641	P36047
853642	P32463
853643	P32461
32299	Q8MRM0
32298	Q9VYD4
853646	P32464
853647	P34230
13480	O70152
842992	A0A178WM99
842992	Q9C9M6
299982	Q76K24
839522	A0A178W2D5
839522	Q940J9
810633	Q8IIT3
23383	Q9Y6X3
2542116	O13879
2542117	O13761
2542114	Q09905
2542115	Q9P7R0
2542112	O42832
2542113	O13876
2542110	O14238
2542111	O94455
75870	Q80X70
75870	Q99NB3
75871	A0A1D5RLE5
75871	Q6PD05
98732	A0A0A6YWM5
98732	E9QKE4
98732	Q3UEY3
98732	Q8BMG7
98732	Q8BYZ6
2542119	Q9P7Q7
39962	E2QCT0
39962	H1UUR5
39962	M9NED0
39962	P11536
39962	P20105
5357	Q14651
39960	Q8T4A8
39961	M9PFT9
39961	M9PI89
39961	O96433
39964	M9PCV9
39964	Q9VVI9
5356	O43660
39969	Q9VVJ7
1052	P49716
836179	A0A178UQ14
836179	F4K0E2
836179	Q9FKI9
836178	A0A178UDZ8
836178	Q9FKJ0
32123	Q9VYV4
32122	Q9VYV5
32120	Q961E7
32120	Q9I7D0
32120	X2JEJ4
32126	A8JUS1
32125	Q7K187
32124	Q9VYV3
32128	Q9VYU9
51380	A0A024RAX7
51380	Q86V02
51380	Q96JQ3
51380	Q9Y600
84933	Q96K31
816564	A0A178VNY3
816564	Q9SIM4
816562	Q1PF35
1056	B4DSX9
1056	O75612
1056	Q86SR3
1056	X6R868
3400	P47928
822284	A0A1I9LSB0
822284	A0A1I9LSB1
822284	A0A1I9LSB2
822284	B3H6B8
822284	P94078
24767	B8QP48
24767	P37090
26267	Q59F51
26267	Q9UK96
227619	A2AJ15
26261	A4D2D3
26261	O75426
26260	A0A024QZ88
26260	Q8TCJ0
26263	Q8NEZ5
12798460	M9NEJ1
56095	Q9DBE9
227613	P68372
56097	Q9Y5F6
26269	A0A0S2Z5D1
26269	Q8IXA8
26269	Q9NRD0
26268	Q9UK97
57325	Q9H8E8
57326	B4E0K4
57326	Q96AQ6
57320	Q99LX0
37511	Q95RQ4
37511	Q9W2A1
37510	A0A0B4LG65
37510	Q9W2A3
816020	Q9SHU5
37514	Q9W299
3639710	Q5AAG6
37516	Q9W297
51382	A0A024R683
51382	Q9Y5K8
37518	D6W4X6
37518	Q9W295
376267	G3V196
376267	G5EMR8
376267	P59190
84013	Q6P7R8
3799	P33176
3799	Q6P164
3799	V9HW29
3798	Q12840
84014	Q62796
172287	H2KZ16
172287	Q95X55
3795	A0A140VJM6
3795	P50053
3797	A2RU78
3797	O14782
3796	B0AZS5
3796	O00139
3791	A0A024RD88
3791	P35968
3790	Q9BQ31
3792	A0A077QP03
3792	P23276
270151	Q3TL44
2155	B4DPM2
2155	F5H8B0
2155	P08709
4983	O60890
2157	P00451
4985	P41143
2152	P13726
4986	P41145
4988	B8K2Q5
4988	G8XRH4
4988	G8XRH5
4988	L0E130
4988	P35372
2158	P00740
2159	P00742
2159	Q5JVE7
2159	Q5JVE8
179732	Q10573
820884	A0A178V9X5
820884	Q9LU14
820887	Q9SDM9
113444	L0R6D7
113444	Q96EX1
820882	A0A178VDY9
820882	Q84TG2
820883	A0A178V965
820883	F4J1I8
820883	Q9LU15
219114	Q8C263
329002	B2RR24
329002	Q3UAV3
329002	S4R299
329003	Q7TSH3
14060	Q07968
14060	Q3UER0
852618	P22224
3249	A0A140VJK9
3249	B7Z1L4
3249	P05981
3248	E9PBZ2
3248	P15428
3769417	A0A178VJS5
3769417	A0A1I9LLZ3
3769417	Q9M2N5
3242	P32754
3241	O75544
3241	P37235
3241	Q6FGY1
3240	A0A0C4DGL8
3240	P00738
3240	Q6PEJ8
829490	A0A178V4T2
829490	A0A1P8B649
829490	F4JIZ4
829490	Q9SZC9
70750	Q6GV12
70750	Q8CII3
70757	Q9D3B1
79875	Q6ZMP0
81565	A6NIZ0
81565	Q9GZM8
20512	P56564
20512	Q543U3
2542865	Q9UTM1
285973	Q674R7
69697	Q80VC9
285971	Q96BV0
4311	P08473
79870	Q8WXS3
843453	A0A178WNZ8
843453	Q9C995
238055	E9Q414
79871	Q8IXW5
38775	Q9VS14
823281	Q9M2A0
823280	A0A178VI34
823280	Q9M2A1
823287	A0A178VEK9
823287	A0A1I9LTS2
823287	Q9M297
2542860	O14278
38772	Q8IQ76
38772	Q95ST0
38772	Q9VS11
38773	Q9VS12
4314	P08254
2542861	Q10277
401466	A0A024R838
401466	A0A087WWE7
401466	Q8N0T1
38779	P50536
2655314	Q8IAQ5
2069	O14944
852614	P06774
4317	B4E0I2
4317	P22894
13498	O35126
843459	A0A178WEK0
843459	F4I8F7
843459	Q9C989
40144	B7Z078
40144	B7Z083
40144	Q9VW25
40145	Q9VW26
40146	B7Z079
40146	M9PCZ6
40146	M9PFP2
40146	Q9VW27
40147	M9PG36
40147	Q8IQU2
40147	Q9VW28
40140	Q9VW22
40141	C0MIY4
40141	Q9V464
40142	Q9VW23
67443	Q9CQV6
83547	Q96NA2
83546	K7ESG0
83546	Q8N210
83546	Q9BSG5
40148	P29829
40149	E1JI40
40149	Q8IQU1
40149	Q9VW31
83543	Q9BQI0
112714	Q6PEY2
18189	A0A0H2UH29
18189	E0CY11
18189	E0CZA5
18189	G3UWQ9
18189	P0DI97
18189	Q9CS84
18188	P97463
18187	O35375
18187	Q3U5I8
18187	Q8QZY7
18186	P97333
18181	E9Q7X0
18181	G3XA39
18181	Q3UXF4
18181	Q3UYQ3
18181	Q8C4C0
18181	Q8CAV3
18181	Q99K73
18181	Q9WU00
31289	Q9W4U2
234686	Q6P9Q4
13490	P30728
13490	Q0VEC4
855170	P38615
855171	P40210
819330	A0A178VXE5
819330	P36397
855173	P40212
855174	P0CX51
855174	P0CX52
855175	P40214
855176	P40215
855177	P40217
855178	P40218
855179	P40219
819339	O22900
229285	Q3TVW1
229285	Q8R1X6
518	P48201
171293	Q6P6T6
811109	Q8I5Y9
840051	Q9C6V4
513	P30049
515	P24539
515	Q08ET0
856762	P0CD97
517	Q06055
840050	Q9C6V3
856763	P18494
14113	P35550
812456	Q8IFP1
31966	Q9W2V8
812452	Q8IFN7
812450	Q8I1Y5
6536	B7Z3W8
6536	B7Z589
6536	P48067
6535	P48029
6535	Q59EV7
6535	X5D9C4
6532	B2R7Y7
6532	P31645
31964	Q9W2V9
6530	A0A024R6T9
6530	H3BRE9
6530	P23975
6531	Q01959
856767	P40030
6539	P48065
14114	B2CQD6
14114	Q08879
14114	Q3TWK8
840059	A0A1P8AQQ0
840059	A0A1P8AQR1
840059	A0A1P8AQR9
840059	A0A1P8AQT3
840059	A0A1P8AQT6
840059	A0A1P8AQV1
840059	A2RVU1
18475	Q61206
842582	Q8VXV7
399823	Q6ZQN5
814688	A0A178VVT4
814688	A0A1P8B0Z4
814688	Q9ZVE7
64185	Q08163
842585	A0A1P8AU33
842585	Q84JF2
814687	A0A178VYG2
814687	Q9ZVE8
814686	Q9SLH3
814681	A0A178VYY4
814681	Q9ZVF3
77805	Q3UKT9
77805	Q69Z69
814682	A0A178W0H1
814682	C0SV41
814682	Q9ZVF2
72325	Q3U280
72325	Q8C190
838186	A0A178WIB2
838186	Q94K72
838187	A0A178WG15
838187	Q9S9L9
239017	B2RXT3
239017	E9Q7L0
72320	Q6ZPU9
72323	Q91ZU1
72322	Q924C1
842633	A0A178W7Z5
842633	Q9C8T1
842637	A0A178WJN2
842637	Q9C8T5
842589	A0A178W9P6
842589	B3H584
842589	Q8GWT5
88455	Q3ZTS7
88455	Q8IZ07
88455	Q9Y5A3
177929	Q10579
298947	D3ZFJ0
298942	Q6P6R2
184248	Q19248
3783699	P03185
3783699	V5KTU9
177921	E7EM33
177921	F5GUA8
177921	F5GUA9
177921	G5EDZ5
177921	O62305
177923	Q21924
177926	Q21926
286919	A0A0G2K6K7
286919	F1M4B7
35809	Q7JVN4
35808	Q5BI51
31388	Q9W4J4
31386	Q9W4J6
31387	Q9W4J5
35803	A1Z7C7
31385	Q9W4J7
35805	Q7JRQ4
31383	Q9W4J9
31380	M9NGQ5
31380	Q9W4K2
31381	Q9W4K1
835469	A0A178UMG1
835469	Q9FN38
103806	Q6T264
3799967	Q2V2Q3
3799968	Q2V2Q2
835465	Q9FGQ3
398884	Q6PA16
835461	A0A178UIL1
835461	F4JXC2
223915	Q6NXH9
2539235	O74444
373628	A0A1L8GSC3
373628	Q9DEY9
2539237	Q9US59
2539236	P79011
831378	A0A178UI95
831378	Q8VYH4
2539233	Q9USN2
2539232	O74405
84838	A0A024R5Q5
84838	Q96IT1
831375	A8MQL8
831375	P46690
831376	A0A178UBI5
831376	A0A1P8BGR6
831376	F4K9Q4
831376	Q9LXF8
2539239	O59763
837132	A0A178WPP4
837132	Q3EDH8
831372	A0A178UUQ0
831372	B3H7J6
831372	Q9LXG1
831373	A0A178UMR3
831373	Q9LXG0
493753	Q86WW8
4163	P23508
4162	A0A024R3I5
4162	P43121
4161	K7ER30
4161	P33032
4160	P32245
839583	A0A178WG14
839583	A0A1P8AV85
839583	Q84M94
811815	Q8ILL0
839580	A0A178WAE4
839580	Q0WV96
811813	Q8ILL2
811812	Q8ILL3
839585	A0A178WEJ4
839585	Q8GW32
4168	B2R9S6
4168	P10911
342908	Q494X3
342909	Q2VY69
6543	Q9UPR5
317996	Q8IQA2
56849	Q9BRU2
241576	A2AR95
241576	B2RR20
241576	B7ZND2
232440	Q8R1M2
283576	Q8N966
17350	Q9JK91
852250	P18239
852251	Q3E756
852252	P38201
852253	P38202
852254	P0CX82
852254	P0CX83
852255	P38203
852256	P38204
852257	P38205
852258	P29469
852259	P36775
829131	Q93YR9
829135	A0A1P8B4Q4
829135	P0CW77
829134	Q9SZW4
172728	G5EEN6
43550	Q1RKY3
43550	Q9VAD3
43551	A0A0B4KHV8
43551	E1JJ17
43551	P30975
43556	Q9VAC7
43557	Q7K4R2
43554	A0A0B4KI59
43554	Q9VAC9
43555	Q9VAC8
43558	Q9VAC5
43559	Q9VAC4
172725	B3WFZ3
172725	B3WFZ4
172724	O62082
172727	Q9XW42
172726	Q9Y041
20692	P07214
20692	Q5NCU4
20692	Q5NCU5
175444	Q21019
824785	A0A178VG00
824785	F4IZC8
824785	Q29Q46
824785	Q9SPE6
817382	A0A178VN78
817382	A0A1P8B1S1
817382	C0SV66
817382	Q9SKN5
179141	O01525
13401	Q08274
13401	Q5HZG7
41959	Q9VEY5
13405	A0A023ZT56
13405	A0A023ZTV5
13405	A2A9Z1
13405	A2A9Z2
13405	P11531
13405	Q3TWL4
13405	Q8BHM1
824781	O49160
4607	A5YM48
4607	Q14896
832115	Q0WP96
832114	A0A178UQT8
832114	Q8GX62
41952	A0A0B4K664
41952	A0A0B4K700
41952	E1JIM4
41952	Q9VEZ3
832111	Q39034
41955	A0A0B4JCY5
41955	A0A0B4KGR6
41955	Q0KI66
41955	Q0KI67
41955	Q8IH49
41955	Q8INC1
41955	Q8INC3
41955	Q9VEZ0
832113	A0A178U9T7
832113	Q8VYB1
41957	A0A0B4LIA3
41957	Q8INB9
3647517	Q59MC8
244431	Q8BX51
224903	D3YXK2
224903	S4R1M2
224902	Q80YR5
396489	P16580
46456	A0A0B4K833
46456	Q24214
152503	Q5HYK7
396482	P26584
396485	P02112
396486	P28683
396487	Q90593
20602	E9PY55
20602	E9Q9V3
20602	F8VQL9
20602	Q80ZV7
20602	Q9WU42
81929	Q96EE3
81928	Q9BTV7
824710	A0A178VM57
824710	P48491
23921	A0A0G2JED4
23921	Q9JID9
824712	Q8L3X8
81922	O35964
824714	F4IWW1
824714	Q9M2T1
81926	Q96GS6
820417	Q6NPS8
820416	Q940Z2
80036	A2A3F4
80036	A2A3F7
80036	E9PBI7
80036	G5E9G1
80036	H7BYP1
80036	Q6NW43
80036	Q9H200
80036	Q9HCF6
820414	A0A178V8T3
820414	A0A1I9LQG8
820414	Q9C7A2
407785	P52503
80032	A0A0C4DGQ3
80032	Q9HAH1
828660	A0A178V0E0
828660	Q8GXS3
828661	A0A178V3M0
828661	A0A1P8B4Z5
828661	Q9M0K4
828662	A0A178UZ09
828662	A0A1P8B653
828662	Q8L856
820419	A0A178VBS4
820419	A0A1I9LRG2
820419	A0A1I9LRG3
820419	Q9LHG8
820418	A0A178VJD9
820418	Q9LHG9
205327	Q8N8R5
42209	Q9VE85
42208	E1JIP3
42208	E8NH59
42208	Q9VE86
200132	Q8N7M0
42204	Q8SZ46
42207	Q9VE87
42206	A0A0B4LIC4
42206	Q9VE88
163154	Q8IZ63
85007	Q8IUZ5
85004	A0A024RAT4
85004	Q96A58
42202	Q9VE92
2540046	O94567
2540047	O42934
2540044	Q9Y7J1
2540045	O42904
2540043	O94423
2540041	Q9P6I6
2540048	C7U331
2540048	P0CY16
2540048	P0CY17
815027	Q9SJ76
252973	Q8K5C0
252973	Q9DCN4
9668	A0A024R4I3
9668	O94892
252971	G3V6B4
290364	Q5XIE8
66861	Q9CUG0
66861	Q9DC23
150379	Q7Z6Z6
7368	Q16880
7369	P07911
7360	A0A140VKE1
7360	Q16851
415577	Q9I920
7364	E9PBP8
7364	P16662
7365	P36537
7366	P54855
815024	Q9SJ79
176729	Q69YZ0
176729	Q69YZ1
176729	Q9U2K1
54529	Q9NWL6
11938	O55143
11938	Q5DTI2
11937	Q8R429
176724	O17805
9949	A0A0S2Z4V0
9949	A0A0S2Z4X0
9949	Q9Y4X0
176721	O18286
54522	Q6P6B7
54521	B7Z947
54521	Q5JSH3
54520	Q567U6
70415	A2AD85
70415	Q99JT2
179718	Q20420
179718	Q52GY5
59178	Q7K1I4
59177	Q7K2V7
59176	C0PDF4
59176	M9PEW1
59176	Q9I7R0
59173	A0A0B4KEL9
59173	A0A0B4KFB9
59173	A1Z741
59173	A1Z742
59173	D1Z396
59173	Q7JUR6
59172	E4NKG1
59172	Q9I7D3
59171	Q9I7L7
174766	Q20775
60481	A0A024RD35
60481	A0A0A0MTI6
60481	B3KWH9
60481	Q9NYP7
37081	Q7K1R6
174763	Q9U1W2
232976	Q8BY46
18744	B1AXU3
18744	B1AXU4
18744	O55176
18744	Q05CG5
18744	Q3UXQ1
499877	D5MTG9
388939	A6NGG8
174768	Q20772
176891	P91374
2655193	Q8IC17
399457	P79947
257194	Q7Z3B1
399455	A0A1L8I1P0
399455	P70039
2655196	Q8IC10
51121	Q9UNX3
826712	Q9T014
37080	Q0E931
826711	Q8VZ24
84351	G3V8H5
84351	Q9QY78
84350	F1LQT9
84353	A0A0G2JT93
84353	Q9WU82
826715	O82503
826719	A0A178V153
826719	O82499
821902	Q8LDC8
398438	Q6NU78
548611	A0A1L8HN62
548611	P20342
246439	A1Z9S1
15944	J7NUP1
15944	Q60766
2541795	Q9P7F3
174493	Q21549
821901	Q9LTC5
2655221	C0H4U0
2541790	Q9UTN1
2541793	Q10296
2541792	Q10369
174498	P34891
174498	Q8T8M7
2655229	Q8IB94
2541798	Q09772
821907	Q4FE47
821904	A0A178V7L7
821904	F4J2X8
821904	Q9LTC4
25827	Q9UKC9
164312	Q8WUT4
1038	P51861
1039	Q01850
1032	A0A024R796
1032	P55273
1033	G3V2J7
1033	Q16667
1030	K7PPU3
1030	P42772
1031	P42773
1031	Q6ICV4
1036	Q16878
414715	Q6NTQ0
20866	A0A1B0GR78
20866	A0A1B0GRA5
20866	P70302
414712	Q6NTK9
285382	A6NLC5
414719	Q6NTT2
52696	Q9CQU5
100009325	G1SVA2
100009325	P19941
140462	A0A024RBW2
140462	A0A024RBW7
140462	A0A024RBZ4
140462	Q96DX5
11069	B7Z278
11069	Q8WZA2
11069	X5D7N4
11068	A0A024R342
11068	O14569
255738	Q8NBP7
25562	Q66HK4
2869361	A0A1U8QMA4
2869361	Q5AWA5
11060	A0A024R711
11060	B4DHF6
11060	O00308
11063	B4DXW7
11063	O94993
11062	A4D0R5
11062	O95620
11065	A0A087WVK1
11065	A0A0A0MSE8
11065	O00762
11065	Q5TZN3
11064	B2RP65
11064	Q7Z7A1
11067	Q9NTK1
11066	A0A024RBU2
11066	Q16560
8660	Q9P084
8660	Q9Y4H2
8661	Q14152
8662	A0A024R821
8662	A4D210
8662	P55884
8663	A0A024QYU9
8663	Q99613
8664	O15371
8665	O00303
8666	O75821
8667	O15372
8667	Q6IB98
8668	Q13347
8668	Q5U0F4
8669	A0A024R5S5
8669	O75822
17897	P09542
283518	Q8N5I3
3647536	A0A1D8PDH5
843221	Q9CA46
817376	A0A178VS96
817376	A0A1P8B218
817376	A0A1P8B221
817376	Q8RUN2
843225	C0Z2X3
843225	Q9CAA9
843224	A8MQR0
252902	Q9QXU8
282890	A0A1U9X8W3
282890	Q5JNZ3
17913	Q9WTI7
126695	Q8NAX2
66840	Q9CR39
220108	Q86V42
51009	I3L3R8
51009	Q9GZP9
51008	A0A024QZM0
51008	Q8N9N2
51006	B7Z6R4
51006	Q9NQQ7
51004	A0A0D9SFJ1
51004	Q9Y2Z9
51003	Q9Y3C7
51002	Q9Y3C4
300711	A0A0G2K3I0
300711	D4ACL8
51000	A0A024QZW4
51000	A0A024R008
51000	B2R8V5
51000	B4E1Q6
51000	Q9H1N7
214968	A2AW73
214968	Q76KF0
832943	Q9LKR8
832941	A0A178UNT3
832941	Q6NNI3
834494	A0A178UGP4
834494	Q9LU01
127343	Q8NFW5
834477	A0A178UT49
834477	Q9FI15
827785	A0A178UYY8
827785	Q587R2
827785	Q9S7R5
834479	A0A1P8BDP5
834479	Q9FI13
2539789	Q9P775
126969	B4DTF4
126969	E9PIC5
126969	Q8N4M1
217705	Q8CB59
126961	Q71DI3
8085	O14686
8085	Q59FG6
8085	Q6PIA1
8086	Q9NRG9
8087	A0A0F7KYT8
8087	A0A0F7L1S3
8087	E7EU85
8087	P51114
8082	Q14714
8089	F8W0J4
8089	O95619
2876830	Q5BEH8
2876835	Q5BEH0
828367	O49652
832473	A0A1P8BBY8
832473	Q9FLV4
213464	Q8BX09
25179	Q5XIJ3
817768	A0A178VVW2
817768	A0A178VXA3
817768	Q9SKZ1
817761	A0A178VNT8
817761	Q0WQ41
817766	A0A178VU31
817766	Q9SKZ3
25176	Q09073
25177	A0A0G2K338
25177	Q6P792
25177	Q8K3G3
25177	Q9WUH4
850858	P0CE96
850858	P0CE97
850858	P0CE98
842572	Q5XEP2
842573	A0A178WCD2
842573	Q9SI75
842577	Q8VY70
945880	P0A862
812317	Q8IK71
4345634	Q0J5J5
4345634	Q6ZKC0
850859	Q06235
10813	Q9BVJ6
10811	Q86UR1
10810	Q5T8P4
10810	Q9UPY6
10817	A0A140VJJ7
10817	O43559
10816	P49223
56259	Q8WYA6
10814	Q6PUV4
56257	Q7L2J0
56256	Q9NUC0
56255	Q9H1E5
10818	L7RTG7
10818	Q8WU20
56252	F8VU51
56252	P49750
56252	Q8NF45
17748	A0A1D5RLN7
17748	P02802
2543559	P0CT64
2543559	P0CT65
57128	C9JRX8
57128	C9JY28
57128	F5H189
57128	Q9HD34
57129	Q9HD33
57126	A0A087WVM2
57126	Q8N6Q3
2543554	Q10218
2543557	Q10208
2543556	O36032
57122	P57740
2543550	Q9URX0
57120	Q9HD26
2543552	Q10219
150465	Q8NG68
835701	F4K6B6
835701	P55737
835700	Q9FKU4
835702	A0A178U8R1
835702	F4K6B8
835702	Q8VYG7
38463	Q9Y112
835709	A0A178UG17
835709	Q9FKT7
150468	Q8IYA6
183192	O44949
183193	P90771
120526	A0A0A0MT77
120526	Q6P3W2
2395	A0A0S2Z3G4
2395	Q16595
69642	Q5FW52
309548	Q6AYI5
