NP_037376.2,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",Q9UBM8
NP_653278.2,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B isoform 1",Q3V5L5
NP_000780.1,angiotensin-converting enzyme isoform 1 precursor,B4DKH4;P12821
NP_066191.1,"beta-1,3-galactosyltransferase 1",Q9Y5Z6
NP_003774.1,"beta-1,3-galactosyltransferase 2",O43825
NP_003773.1,"beta-1,3-galactosyltransferase 4",B3KQP5;O96024;Q5STJ7
NP_006048.1,"beta-1,3-galactosyltransferase 5 isoform a",Q9Y2C3
NP_001488.2,"beta-1,4-galactosyltransferase 1",P15291
NP_003771.1,"beta-1,4-galactosyltransferase 2 isoform b",O60909
NP_003770.1,"beta-1,4-galactosyltransferase 3",A8K5Z0;O60512
NP_003769.1,"beta-1,4-galactosyltransferase 4",B2RAZ5;B3KM35;O60513
NP_004766.2,"beta-1,4-galactosyltransferase 6 isoform 1",Q9UBX8
NP_003645.1,carbohydrate sulfotransferase 1 precursor,O43916
NP_004845.1,carbohydrate sulfotransferase 10 precursor,O43529
NP_004258.2,carbohydrate sulfotransferase 2,Q9Y4C5;V9HVX9
NP_004264.2,carbohydrate sulfotransferase 3,Q7LGC8
NP_005760.1,carbohydrate sulfotransferase 4,Q8NCG5
NP_078809.2,carbohydrate sulfotransferase 5,Q9GZS9
NP_067628.1,carbohydrate sulfotransferase 6 precursor,Q9GZX3
NP_063939.2,carbohydrate sulfotransferase 7 precursor,Q9NS84
NP_071912.2,carbohydrate sulfotransferase 8,Q9H2A9
NP_113610.2,carbohydrate sulfotransferase 9 isoform 1,A0A024RC28;Q7L1S5
NP_006270.1,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase isoform j",Q11203
NP_003024.1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",A0A024R9L6;Q11201
NP_008858.1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",A0A024QZA4;B3KXG9;Q16842
NP_006269.1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 isoform 1 precursor",Q11206;Q6IBE6
NP_078917.2,"glycoprotein endo-alpha-1,2-mannosidase",Q5SRI9
NP_003772.1,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 isoform b",O75752;Q7L9G8;Q8TDY1
NP_001744.2,caveolin-1 isoform alpha,Q03135;Q2TNI1;Q59E85
NP_037465.2,epsin-1 isoform c,Q9Y6I3
NP_004346.1,HLA class II histocompatibility antigen gamma chain isoform b,P04233
NP_006414.2,prenylated Rab acceptor protein 1,Q9UI14
NP_004717.2,ralBP1-associated Eps domain-containing protein 2 isoform 1,Q8NFH8
NP_003254.2,toll-like receptor 1 precursor,Q15399
NP_004887.2,vacuolar protein sorting-associated protein 26A isoform 1,O75436
NP_060676.2,vacuolar protein sorting-associated protein 35,Q96QK1
NP_068813.1,suppressor of tumorigenicity 14 protein,Q9Y5Y6
NP_003122.1,serum response factor isoform 1,A0A024RD16;P11831
NP_001118.3,AP-1 complex subunit beta-1 isoform a,Q10567
NP_001119.3,AP-1 complex subunit gamma-1 isoform b,O43747;Q8IY97
NP_003908.1,AP-1 complex subunit gamma-like 2 isoform 1,O75843
NP_005489.2,AP-1 complex subunit mu-2 isoform 2,Q9Y6Q5
NP_001274.1,AP-1 complex subunit sigma-1A,A0A024QYT6;P61966
NP_003907.3,AP-1 complex subunit sigma-2 isoform 2,P56377;Q549M9
NP_001034658.1,AP-1 complex subunit sigma-3,Q96PC3
NP_055018.2,AP-2 complex subunit alpha-1 isoform 1,O95782
NP_036437.1,AP-2 complex subunit alpha-2 isoform 2,O94973
NP_001273.1,AP-2 complex subunit beta isoform b,P63010
NP_004060.2,AP-2 complex subunit sigma isoform AP17,P53680
NP_005736.3,B-cell receptor-associated protein 31 isoform b,P51572
NP_001894.2,catenin alpha-1 isoform 1,P35221
NP_004380.2,catenin alpha-2 isoform 1,P26232;Q49AD3
NP_037398.2,catenin alpha-3 isoform a,A8K141;Q9UI47
NP_006359.3,cyclic AMP-responsive element-binding protein 3,O43889
NP_004246.2,"cytochrome c oxidase subunit 5A, mitochondrial precursor",P20674
NP_001854.1,cytochrome c oxidase subunit 6B1,P14854
NP_055851.1,endonuclease domain-containing 1 protein precursor,O94919
NP_055862.1,ER membrane protein complex subunit 1 isoform 1 precursor,Q8N766
NP_060908.1,F-box only protein 6,Q9NRD1
NP_036338.2,hepatitis A virus cellular receptor 1 isoform a precursor,B4DPB1;Q96D42
NP_061152.3,histone-lysine N-methyltransferase 2E,Q8IZD2
NP_000567.1,interleukin-1 beta proprotein,P01584
NP_000591.1,interleukin-6 isoform 1 precursor,B4DVM1;P05231;Q75MH2
NP_005552.3,lysosome-associated membrane glycoprotein 1 precursor,A0A024RDY3;P11279
NP_775741.1,membrane magnesium transporter 1 precursor,Q8N4V1
NP_036590.1,mitochondrial import inner membrane translocase subunit Tim13,Q9Y5L4
NP_004076.1,mitochondrial import inner membrane translocase subunit Tim8 A isoform 1,O60220
NP_036591.2,mitochondrial import inner membrane translocase subunit Tim8 B,G3XAN8;Q9Y5J9
NP_006105.1,mitochondrial import receptor subunit TOM40 homolog,O96008
NP_003179.1,mitogen-activated protein kinase kinase kinase 7 isoform A,O43318
NP_004886.3,"NACHT, LRR and PYD domains-containing protein 3 isoform a",Q96P20
NP_004536.2,NADH dehydrogenase,O75438
NP_001963.1,neutrophil elastase preproprotein,P08246
NP_006397.1,peroxiredoxin-4 precursor,Q13162;V9HW63
NP_002661.2,plastin-1,Q14651
NP_008964.3,protein RER1,O15258;Q5T094
NP_945353.1,rho guanine nucleotide exchange factor 1 isoform 1,Q92888
NP_055567.2,signal peptidase complex subunit 2,Q15005
NP_068747.1,signal peptidase complex subunit 3,P61009
NP_006452.3,sperm-associated antigen 5,Q96R06
NP_038470.1,"stomatin-like protein 2, mitochondrial isoform a",Q9UJZ1
NP_149351.1,surfeit locus protein 4 isoform 1,O15260
NP_009057.1,transitional endoplasmic reticulum ATPase,P55072;Q96IF9;V9HW80
NP_003253.1,translocation protein SEC62,Q99442
NP_612355.1,uncharacterized protein KIAA2013 precursor,Q8IYS2
NP_660207.2,vesicle transport through interaction with t-SNAREs homolog 1A isoform b,Q96AJ9
NP_003565.4,vesicle-associated membrane protein-associated protein A isoform 1,Q9P0L0
NP_005653.3,voltage-dependent anion-selective channel protein 3 isoform 1,Q9Y277
NP_036375.1,UDP-N-acetylglucosamine transporter isoform 1,Q9Y2D2
NP_056655.2,double-stranded RNA-specific adenosine deaminase isoform b,P55265
NP_068594.1,DNA dC->dU-editing enzyme APOBEC-3G isoform 1,Q9HC16
NP_113584.3,E3 ubiquitin-protein ligase HUWE1,A0A024R9W5;Q7Z6Z7
NP_004169.3,RISC-loading complex subunit TARBP2 isoform b,Q15633
NP_066564.2,histone acetyltransferase KAT2A,Q92830
NP_006757.2,histone acetyltransferase KAT6A isoform 1,A5PKX7;Q92794
NP_036462.2,histone acetyltransferase KAT6B isoform 1,B2RWN8;Q8WYB5
NP_008998.1,histone acetyltransferase KAT7 isoform 1,O95251
NP_115564.2,histone acetyltransferase KAT8 isoform 1,Q9H7Z6
NP_001420.2,histone acetyltransferase p300,Q09472;Q7Z6C1
NP_066964.1,X-ray repair cross-complementing protein 5,P13010
NP_001460.1,X-ray repair cross-complementing protein 6 isoform 1,A0A024R1N4;P12956
NP_000969.1,60S ribosomal protein L23,A0A024R1Q8;P62829
NP_061189.2,cell division cycle-associated 7-like protein isoform 1,A0A024RA51;A8K8X5;Q96GN5
NP_001013725.2,eIF-2-alpha kinase GCN2,Q9P2K8
NP_003747.1,eukaryotic translation initiation factor 3 subunit H,O15372;Q6IB98
NP_001307.2,exportin-2 isoform 1,P55060
NP_003607.1,gem-associated protein 2 isoform alpha,O14893
NP_005861.2,histone deacetylase complex subunit SAP18,O00422;X6RAL5
NP_001184033.1,histone-lysine N-methyltransferase 2A isoform 1 precursor,Q03164
NP_002257.1,importin subunit alpha-1,P52292
NP_002259.1,importin subunit alpha-3,O00629
NP_002258.2,importin subunit alpha-4,A0A024RDV7;O00505
NP_002255.3,importin subunit alpha-5,P52294
NP_002260.2,importin subunit alpha-6,O15131
NP_036448.1,importin subunit alpha-7,O60684
NP_055785.2,kinesin-associated protein 3 isoform 1,Q92845
NP_005508.1,non-histone chromosomal protein HMG-17,P05204
NP_036478.2,nuclear pore glycoprotein p62,A0A024QZF1;P37198
NP_002582.3,"phosphoenolpyruvate carboxykinase, cytosolic",P35558
NP_055915.2,pogo transposable element with ZNF domain isoform 1,Q7Z3K3
NP_003788.2,polycomb protein EED isoform a,O75530
NP_003363.1,prefoldin subunit 3 isoform 1,P61758
NP_060439.2,protein IWS1 homolog,Q96ST2
NP_005484.2,ran-binding protein 9,A0A024QZW3;Q96S59
NP_005554.1,stathmin isoform a,P16949
NP_003064.2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform a,Q12824
NP_005110.2,thyroid hormone receptor-associated protein 3 isoform 1,Q9Y2W1
NP_001198.2,transcription factor BTF3 isoform B,P20290
NP_003394.1,transcriptional repressor protein YY1,P25490
NP_002261.3,transportin-1 isoform 1,A0A024RAM0;Q92973
NP_443081.1,uncharacterized protein C15orf57 isoform 2,A0A024R9J9;Q9BV29
NP_550433.1,uracil-DNA glycosylase isoform UNG2,E5KTA5;P13051
NP_000380.1,cyclin-dependent kinase inhibitor 1 isoform 1,A0A024RCX5;P38936
NP_004955.2,histone deacetylase 1,Q13547;Q6IT96
NP_002793.2,26S protease regulatory subunit 4 isoform a,P62191;Q53XL8
NP_002795.2,26S protease regulatory subunit 6A,A0A140VK42;P17980
NP_006494.1,26S protease regulatory subunit 6B isoform 1,A8K2M0;P43686
NP_002794.1,26S protease regulatory subunit 7 isoform 1,A0A140VK70;P35998
NP_002796.4,26S protease regulatory subunit 8 isoform 1,A0A140VJS3;P62195
NP_002798.2,26S proteasome non-ATPase regulatory subunit 1 isoform 1,Q99460
NP_002805.1,26S proteasome non-ATPase regulatory subunit 10 isoform 1,O75832
NP_002807.1,26S proteasome non-ATPase regulatory subunit 12 isoform 1,A0A0S2Z489;O00232
NP_002808.3,26S proteasome non-ATPase regulatory subunit 13 isoform 1,Q9UNM6
NP_002800.2,26S proteasome non-ATPase regulatory subunit 3,O43242
NP_002801.1,26S proteasome non-ATPase regulatory subunit 4 isoform 2,P55036
NP_005038.1,26S proteasome non-ATPase regulatory subunit 5 isoform 1,Q16401
NP_055629.1,26S proteasome non-ATPase regulatory subunit 6 isoform 2,Q15008
NP_002803.2,26S proteasome non-ATPase regulatory subunit 8,P48556;V9HW09
NP_002804.2,26S proteasome non-ATPase regulatory subunit 9 isoform 1,O00233
NP_006254.1,proteasome activator complex subunit 1 isoform 1,A0A0K0K1L8;Q06323
NP_002809.2,proteasome activator complex subunit 2,Q86SZ7;Q9UL46
NP_005780.2,proteasome activator complex subunit 3 isoform 1,P61289;V9HWJ8
NP_055429.2,proteasome activator complex subunit 4,Q14997
NP_006805.2,proteasome inhibitor PI31 subunit isoform 1,A0A140VJT2;Q92530
NP_002777.1,proteasome subunit alpha type-1 isoform 2,P25786
NP_002778.1,proteasome subunit alpha type-2,A0A024RA52;P25787
NP_002779.1,proteasome subunit alpha type-3 isoform 1,A0A140VK43;P25788
NP_002780.1,proteasome subunit alpha type-4 isoform 1,P25789
NP_002781.2,proteasome subunit alpha type-5 isoform 1,A0A109NGN6;P28066
NP_002782.1,proteasome subunit alpha type-6 isoform a,A0A140VK44;P60900
NP_002783.1,proteasome subunit alpha type-7,A0A0K0K1K4;O14818
NP_002784.1,proteasome subunit beta type-1,A0A140VK45;P20618
NP_002792.1,proteasome subunit beta type-10 precursor,P40306
NP_002785.1,proteasome subunit beta type-2 isoform 1,A0A140VJS6;P49721
NP_002786.2,proteasome subunit beta type-3,P49720
NP_002787.2,proteasome subunit beta type-4,A0A140VK46;P28070
NP_002788.1,proteasome subunit beta type-5 isoform 1,P28074
NP_002790.1,proteasome subunit beta type-7 precursor,E9KL30;Q99436
NP_004150.1,proteasome subunit beta type-8 isoform E1 precursor,P28062
NP_002791.1,proteasome subunit beta type-9 precursor,A0A1U9X8D7;P28065
NP_002148.1,"10 kDa heat shock protein, mitochondrial",P61604
NP_003395.1,14-3-3 protein beta/alpha,P31946;V9HWD6
NP_006752.1,14-3-3 protein epsilon,P62258;V9HW98
NP_036611.2,14-3-3 protein gamma,P61981
NP_003397.1,14-3-3 protein zeta/delta,D0PNI1;P63104
NP_001623.3,"alkaline phosphatase, placental type preproprotein",B2R7C7;P05187
NP_110443.3,ANKRD13C: ankyrin repeat domain 13C,Q8N6S4
NP_003851.1,barrier-to-autointegration factor,A0A024R5H0;O75531
NP_060011.1,beta-crystallin S,A0A140CTX8;P22914
NP_849194.1,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,Q8WZ19
NP_056346.3,C2 domain-containing protein 3 isoform 2,Q4AC94
NP_006081.1,choline/ethanolaminephosphotransferase 1,A0A024R0C0;Q9Y6K0
NP_005659.1,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase isoform a precursor",Q92187
NP_001015001.1,"creatine kinase U-type, mitochondrial isoform 1 precursor",P12532
NP_066270.1,"creatine kinase U-type, mitochondrial precursor",P12532
NP_004371.2,CREB-binding protein isoform a,Q92793
NP_036430.1,cullin-associated NEDD8-dissociated protein 2 isoform 2,O75155
NP_055571.2,cytoskeleton-associated protein 5 isoform b,Q14008
NP_001341.1,death domain-associated protein 6 isoform a,A0A024RCS3;Q9UER7
NP_004406.2,desmoplakin isoform I,B4DKX6;P15924
NP_005906.2,DNA replication licensing factor MCM6,Q14566
NP_079150.3,dyslexia-associated protein KIAA0319-like protein,Q8IZA0
NP_064550.3,E3 ubiquitin-protein ligase RAD18,Q9NS91
NP_000108.1,emerin,P50402
NP_689810.3,fibrous sheath-interacting protein 1,A0A024R9J2;Q8NA03
NP_057147.2,HD domain-containing protein 2,A0A140VJK7;Q7Z4H3
NP_060542.4,HEAT repeat-containing protein 1,A2VDI1;B2RWN5;Q9H583
NP_116020.1,hepatoma-derived growth factor-related protein 2 isoform 2,Q7Z4V5
NP_008971.2,heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a,Q9BUJ2
NP_689723.1,HORMA domain-containing protein 2 isoform a,Q8N7B1
NP_078934.3,importin-4,B3KT38;Q8TEX9
NP_057146.1,mitotic spindle-associated MMXD complex subunit MIP18,Q9Y3D0
NP_054767.3,MKL/myocardin-like protein 2 isoform 2,Q9ULH7
NP_000918.2,multidrug resistance protein 1 isoform 2,A4D1D2;P08183
NP_775826.2,peroxisomal leader peptide-processing protease isoform a,Q2T9J0
NP_003619.2,plakophilin-4 isoform a,Q99569
NP_001118228.1,polyadenylate-binding protein 1-like,Q4VXU2
NP_004795.1,probable cytosolic iron-sulfur protein assembly protein CIAO1,O76071
NP_000293.2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform 2 precursor",A0A024R4H0;Q02809
NP_000926.2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 isoform 2 precursor",O00469
NP_150241.2,protein PML isoform 1,P29590
NP_061141.2,protein unc-45 homolog A isoform 2,Q9H3U1
NP_037418.3,putative RNA-binding protein 15B,Q8NDT2
NP_036548.1,ran-binding protein 6 isoform 1,O60518
NP_006595.1,ret finger protein-like 3 isoform 2,O75679
NP_001175.2,serine/threonine-protein kinase ATR,Q13535
NP_036580.2,signal transducer and activator of transcription 5B,P51692
NP_003343.1,small ubiquitin-related modifier 1 isoform a precursor,A0A024R3Z2;P63165
NP_008868.3,small ubiquitin-related modifier 2 isoform a precursor,A0A024R8S3;P61956
NP_003839.2,succinate--CoA ligase,A0A024R325;Q96I99
NP_000427.1,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor",A0A024R040;P55809
NP_003265.3,trafficking protein particle complex subunit 10,P48553
NP_068585.1,transcription regulator protein BACH2,Q9BYV9
NP_525125.2,tubulin alpha-3C/D chain,Q13748;Q1ZYQ1
NP_997195.1,tubulin alpha-3E chain,Q6PEY2
NP_061816.1,tubulin alpha-8 chain isoform 1,Q9NY65
NP_006564.1,tumor necrosis factor ligand superfamily member 13B isoform 1,A0A0U5J7Q1;Q9Y275
NP_057698.2,tyrosyl-DNA phosphodiesterase 2,O95551
NP_003330.1,ubiquitin-conjugating enzyme E2 D2 isoform 1,P62837
NP_003325.2,ubiquitin-like modifier-activating enzyme 1,A0A024R1A3;P22314
NP_573569.1,V-type proton ATPase subunit G 3 isoform a,Q96LB4
NP_079510.1,WD repeat-containing protein 61 isoform a,Q9GZS3
NP_036613.2,zinc finger protein Aiolos isoform 1,Q9UKT9
NP_598003.2,zinc transporter 7,Q8NEW0
NP_001265476.1,mitogen-activated protein kinase 8 isoform beta2,A1L4K2;P45983
NP_056292.1,paired amphipathic helix protein Sin3a,Q96ST3
NP_008867.2,small ubiquitin-related modifier 3 isoform 1 precursor,P55854
NP_665906.1,high mobility group protein HMG-I/HMG-Y isoform a,P17096
NP_001054.1,serotransferrin precursor,A0PJA6;P02787;Q06AH7
NP_036442.3,chromosome-associated kinesin KIF4A,O95239;Q59HG1
NP_000625.1,C-X-C chemokine receptor type 1,P25024
NP_001548.1,C-X-C chemokine receptor type 2,P25025;Q53PC4
NP_056988.3,eukaryotic translation initiation factor 5B,O60841;Q8N5A0
NP_036340.1,"probable histidine--tRNA ligase, mitochondrial isoform 1 precursor",P49590
NP_003736.1,suppressor of cytokine signaling 1,O15524;Q4JHT5
NP_006049.3,TNFAIP3-interacting protein 1 isoform 3,Q15025
NP_005787.1,nuclear transport factor 2,A0A024R6Y2;P61970
NP_003391.1,exportin-1,B3KWD0;O14980
NP_037497.1,ADP-ribosylation factor-binding protein GGA1 isoform 1,Q9UJY5
NP_004748.2,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor,Q12904
NP_006294.2,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 isoform a,A0A024QZY1;Q13155
NP_002878.2,"arginine--tRNA ligase, cytoplasmic",P54136
NP_006265.1,C-C motif chemokine 19 precursor,Q6IBD6;Q99731
NP_114429.2,coiled-coil domain-containing protein 8,G8IFA7;Q9H0W5
NP_055323.2,DNA dC->dU-editing enzyme APOBEC-3C,Q9NRW3
NP_055270.1,E3 ubiquitin-protein ligase RNF115,Q9Y4L5
NP_004271.1,eukaryotic translation elongation factor 1 epsilon-1 isoform 1,O43324
NP_001104547.1,ezrin,P15311
NP_005042.1,glutamine--tRNA ligase isoform a,B7Z840;P47897
NP_004981.2,"methionine--tRNA ligase, cytoplasmic",P56192
NP_002737.2,mitogen-activated protein kinase 3 isoform 1,L7RXH5;P27361
NP_004732.2,nucleolar and coiled-body phosphoprotein 1 isoform 2,B2RAU8;Q14978;Q96J17
NP_037473.3,obg-like ATPase 1 isoform 1,Q9NTK5
NP_058651.3,O-phosphoseryl-tRNA(Sec) selenium transferase,Q9HD40
NP_002850.2,paxillin isoform 1,P49023
NP_078954.4,"probable asparagine--tRNA ligase, mitochondrial isoform 1 precursor",Q96I59
NP_005154.2,RAC-alpha serine/threonine-protein kinase,B0LPE5;B3KVH4;P31749
NP_001308119.1,ruvB-like 2 isoform 2,B3KNL2
NP_006633.1,serologically defined colon cancer antigen 8,Q86SQ7
NP_003141.2,signal transducer and activator of transcription 3 isoform 2,P40763
NP_006280.3,talin-1,Q9Y490
NP_055874.2,talin-2,Q9Y4G6
NP_689508.3,"threonine--tRNA ligase, cytoplasmic isoform 1",P26639
NP_002220.1,transcription factor jun-B,P17275;Q5U079
NP_003364.1,vinculin isoform VCL,A0A024QZN4;B3KXA2;P18206
NP_001275905.1,X-ray repair cross-complementing protein 6 isoform 1,A0A024R1N4;P12956
NP_066565.1,glycylpeptide N-tetradecanoyltransferase 1,P30419
NP_004799.1,glycylpeptide N-tetradecanoyltransferase 2 isoform 1,O60551
NP_002724.1,5'-AMP-activated protein kinase subunit gamma-1 isoform 1,A0A024R125;P54619
NP_057287.2,5'-AMP-activated protein kinase subunit gamma-2 isoform a,A0A090N8Q6;Q9UGJ0
NP_002726.1,cAMP-dependent protein kinase type I-beta regulatory subunit,P31321
NP_002727.2,cAMP-dependent protein kinase type II-beta regulatory subunit,A0A024R712;B3KY43;P31323
NP_001887.1,casein kinase II subunit alpha',P19784
NP_001886.1,casein kinase II subunit alpha isoform a,P68400
NP_001311.3,casein kinase II subunit beta isoform 1,N0E4C7;P67870
NP_002729.2,protein kinase C beta type isoform 2,P05771
NP_002568.2,serine/threonine-protein kinase PAK 2,A8K5M4;Q13177
NP_009330.1,signal transducer and activator of transcription 1-alpha/beta isoform alpha,P42224
NP_000092.2,cytochrome b-245 light chain,B4DT46;P13498
NP_006144.1,cytoplasmic protein NCK1 isoform 1,A0A0S2Z4Y3;P16333
NP_001101.1,disintegrin and metalloproteinase domain-containing protein 10 isoform 1 preproprotein,A0A024R5U5;O14672
NP_005556.1,lymphocyte cytosolic protein 2,Q13094
NP_852664.1,phosphatidylinositol 3-kinase regulatory subunit alpha isoform 1,P27986
NP_005018.1,phosphatidylinositol 3-kinase regulatory subunit beta,O00459
NP_005419.2,proto-oncogene vav isoform 1,B2R8B5;P15498;Q96D37
NP_002567.3,serine/threonine-protein kinase PAK 1 isoform 2,A0A024R5P0;Q13153
NP_443102.2,sorting nexin-18 isoform b,Q96RF0
NP_006283.1,tumor susceptibility gene 101 protein,Q99816
NP_002101.2,tyrosine-protein kinase HCK isoform a,F6SF04;P08631
NP_001014.1,40S ribosomal protein S20 isoform 2,P60866
NP_005460.2,acyl-coenzyme A thioesterase 8,O14734
NP_001649.1,ADP-ribosylation factor 1,A0A024R3Q3;P84077
NP_057535.1,coatomer subunit beta,P53618
NP_002040.1,erythroid transcription factor,P15976
NP_060731.2,exocyst complex component 1 isoform 1,A0A024RDA9;Q9NV70
NP_060773.3,exocyst complex component 2,A0A024QZT2;Q96KP1
NP_009208.2,exocyst complex component 3,A0A024QYZ6;O60645;Q69YP2
NP_068579.3,exocyst complex component 4 isoform a,Q96A65
NP_061926.3,exocyst complex component 6 isoform a,B2RDH5;Q8TAG9
NP_003362.2,guanine nucleotide exchange factor VAV2 isoform 2,P52735
NP_066268.1,guanine nucleotide-binding protein G(o) subunit alpha isoform a,B3KP89;P09471;Q8N6I9
NP_002394.1,microfibrillar-associated protein 2 isoform a precursor,A0A024RA94;P55001
NP_005914.1,mitogen-activated protein kinase kinase kinase 5,Q99683
NP_060496.2,phosphofurin acidic cluster sorting protein 1,A0A024R5H6;Q6VY07
NP_056012.2,phosphofurin acidic cluster sorting protein 2 isoform 2,Q86VP3
NP_037506.2,programmed cell death 6-interacting protein isoform 1,Q8WUM4
NP_005408.1,proto-oncogene tyrosine-protein kinase Src,P12931
NP_005182.1,T-lymphocyte activation antigen CD80 precursor,A0N0P2;P33681
NP_787058.4,T-lymphocyte activation antigen CD86 isoform 1 precursor,A8K632;P42081
NP_066961.2,TNF receptor-associated factor 2,A0A024R8H5;Q12933
NP_004611.1,TNF receptor-associated factor 6,Q9Y4K3
NP_002042.1,trans-acting T-cell-specific transcription factor GATA-3 isoform 2,P23771
NP_002028.1,tyrosine-protein kinase Fyn isoform a,P06241
NP_998784.1,V-type proton ATPase subunit H isoform 2,A0A024R7X3;Q9UI12
NP_001824.1,clathrin light chain A isoform a,P09496
NP_001825.1,clathrin light chain B isoform a,A0A024R7S3;P09497
NP_002638.2,phosphatidylinositol 3-kinase catalytic subunit type 3 isoform 1,Q8NEB9
NP_006209.2,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",P42336;Q4LE51
NP_006210.1,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform isoform 1",P42338
NP_005017.3,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",O00329
NP_002640.2,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",A0A024R720;P48736
NP_002636.2,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha isoform 1,L7RRS0;O00443
NP_002637.3,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,A2RUF7;O00750;Q4LE65
NP_004561.3,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma isoform 3,B7ZLY6;O75747
NP_005202.2,macrophage colony-stimulating factor 1 receptor precursor,P07333
NP_001193420.1,mitochondrial antiviral-signaling protein isoform 2,Q7Z434
NP_003038.2,sodium/hydrogen exchanger 1,B2RAH2;P19634
NP_003039.2,sodium/hydrogen exchanger 2 precursor,Q9UBY0
NP_004165.2,sodium/hydrogen exchanger 3 isoform 1,P48764
NP_001011552.2,sodium/hydrogen exchanger 4 precursor,Q6AI14
NP_004585.1,sodium/hydrogen exchanger 5 isoform 1 precursor,Q14940;Q9NSW9
NP_006350.1,sodium/hydrogen exchanger 6 isoform b precursor,Q92581
NP_115980.1,sodium/hydrogen exchanger 7 isoform 2 precursor,A0A024R176;Q96T83
NP_056081.1,sodium/hydrogen exchanger 8 isoform 2,Q9Y2E8
NP_775924.1,sodium/hydrogen exchanger 9,Q8IVB4
NP_001219.2,caspase-8 isoform A precursor,Q14790
NP_004433.2,ephrin type-B receptor 2 isoform 2 precursor,P29323;Q6NVW1
NP_001005.1,40S ribosomal protein S10,P46783
NP_000656.1,acetylcholinesterase isoform E4-E6 precursor,P22303
NP_001248363.1,alanyl-tRNA editing protein Aarsd1,Q9BTE6
NP_004295.2,ALK tyrosine kinase receptor precursor,B6D4Y2;Q9UM73
NP_057169.2,all-trans retinoic acid-induced differentiation factor isoform a,Q6UW56
NP_003089.1,alpha-1-syntrophin,Q13424
NP_036227.1,AP-3 complex subunit mu-1 isoform a,A0A024QZR5;Q9Y2T2
NP_005493.2,ATP-binding cassette sub-family A member 1,B2RUU2;B7XCW9;O95477
NP_060444.3,autophagy-related protein 16-1 isoform 2,A0A024R494;Q17RG0;Q676U5
NP_203746.1,autophagy-related protein 16-2 isoform 1,Q8NAA4;Q9H7Q5
NP_003757.1,beclin-1 isoform a,A0A024R1X5;Q14457
NP_066301.1,beta-1-syntrophin,Q13884
NP_006741.1,beta-2-syntrophin,A0A024R732;Q13425
NP_006627.2,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial precursor",P13995
NP_001895.1,catenin beta-1 isoform 1,A0A024R2Q3;P35222
NP_004355.2,CCAAT/enhancer-binding protein alpha isoform a,P49715
NP_001797.1,CCAAT/enhancer-binding protein gamma,P53567
NP_006557.2,CD226 antigen isoform a precursor,Q15762
NP_057663.1,CD320 antigen isoform 1 precursor,Q9NPF0
NP_004347.1,CD81 antigen,A0A024RCB7;P60033
NP_001782.1,cell division control protein 42 homolog isoform 1 precursor,A0A024RAE4;P60953
NP_008915.1,claudin-10 isoform b precursor,P78369
NP_004757.1,coatomer subunit beta',P35606
NP_001495.1,C-X-C chemokine receptor type 3 isoform 1,P49682
NP_001871.2,cyclic AMP-dependent transcription factor ATF-2 isoform 1,P15336
NP_001252.1,cyclin-dependent kinase 9,A0A024R880;P50750
NP_000068.1,cyclin-dependent kinase inhibitor 2A isoform p16INK4a,K7PML8;P42771
NP_001092872.1,cyclin-K,A0A024R6K1;O75909
NP_085056.2,cytochrome b5 type B,J3KNF8;O43169
NP_061820.1,cytochrome c,G4XXL9;P99999
NP_001712.1,cytoplasmic tyrosine-protein kinase BMX isoform 1,P51813
NP_004937.1,dedicator of cytokinesis protein 2,Q5XG91;Q92608
