Proteome ID,Organism,Organism ID,Protein count
UP000008457,Mahella australiensis (strain DSM 15567 / CIP 107919 / 50-1 BON),697281,2858
UP000001744,Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast),402676,4852
UP000001170,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),264199,1577
UP000076268,Anaerosporomusa subterranea,1794912,3585
UP000053899,Leptothrix ochracea L12,735332,531
UP000019373,Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus),1263415,9228
UP000010798,Singulisphaera acidiphila (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10),886293,7126
UP000006381,Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM),272621,1859
UP000003599,Dolosigranulum pigrum ATCC 51524,883103,1691
UP000006352,Fibroporia radiculosa,599839,9251
UP000010769,Halobacillus sp. BAB-2008,1246484,3935
UP000009286,Micavibrio aeruginosavorus (strain ARL-13),856793,2432
UP000002654,Thermoproteus tenax (strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1),768679,2047
UP000002640,Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines),1094619,25721
UP000006813,Heterocephalus glaber (Naked mole rat),10181,21449
UP000011173,Nonlabens dokdonensis (strain DSM 17205 / KCTC 12402 / DSW-6) (Donghaeana dokdonensis),592029,3613
UP000002535,Prochlorococcus marinus (strain NATL2A),59920,2142
UP000183451,Parcubacteria group bacterium CG1_02_37_51,1805303,735
UP000007115,Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens),413071,12389
UP000184289,Fibrobacter sp. UWCM,1896208,3112
UP000002706,Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901),246194,2615
UP000007749,Salmonella phage SE2,1115478,61
UP000007058,Magnetospirillum magneticum (strain AMB-1 / ATCC 700264),342108,4514
UP000001918,Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / NBRC 15933 / NCIMB 10081 / Henssen B9),471852,4888
UP000011746,Salimicrobium jeotgali,1230341,2724
UP000031171,Tateyamaria sp. ANG-S1,1577905,3983
UP000001947,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),203122,3999
UP000001938,Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime),321332,2835
UP000002337,Vibrio phage VP93,641832,44
UP000011867,Natronomonas moolapensis (strain DSM 18674 / JCM 14361 / 8.8.11),268739,2723
UP000032566,Acidovorax temperans,80878,3750
UP000011910,Cesiribacter andamanensis AMV16,1279009,4225
UP000002872,Nematocida parisii (strain ERTm3) (Nematode killer fungus),935791,2724
UP000006461,Modestobacter marinus,477641,5435
UP000001959,Hyphomonas neptunium (strain ATCC 15444),228405,3499
UP000012117,Leptospira interrogans serovar Pyrogenes str. 200701872,1193029,5229
UP000127637,Rat cytomegalovirus (isolate England) (RCMV-E) (Murid herpesvirus 8),1261657,137
UP000031084,Clostridium phage phiCT453A,1567012,62
UP000070589,candidate divison MSBL1 archaeon SCGC-AAA259D14,1698261,885
UP000001059,Methanohalophilus mahii (strain ATCC 35705 / DSM 5219 / SLP),547558,1986
UP000008702,Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a),367928,1629
UP000004226,Leptotrichia goodfellowii F0264,596323,2374
UP000005234,Frateuria aurantia (strain ATCC 33424 / DSM 6220 / NBRC 3245 / NCIMB 13370) (Acetobacter aurantius),767434,3098
UP000075886,Anopheles farauti,69004,12992
UP000152857,Torque teno mini virus 4,687372,2
UP000100474,Maldonado virus,1004889,4
UP000000962,Lactobacillus phage phiadh,12417,63
UP000000818,Clostridium perfringens (strain 13 / Type A),195102,2721
UP000003254,Ruminococcus lactaris ATCC 29176,471875,2706
UP000014730,Cellulophaga phage phi19:1,1327970,113
UP000031091,Proteus phage PM16,1357704,46
UP000033425,Microbacterium sp. SA39,1263625,3732
UP000003283,Bacillus sp. 2_A_57_CT2,665959,5748
UP000007008,Pseudomonas phage UFV-P2,1235661,75
UP000002824,Salmonella phage vB_SemP_Emek,1168548,70
UP000029372,Shewanella sp. phage 1/40,1458860,236
UP000007263,Enterobacter phage EcP1,942016,77
UP000002105,Escherichia virus K1-5,187764,52
UP000001201,Sulfurihydrogenibium sp. (strain YO3AOP1),436114,1712
UP000006182,Pseudomonas phage PaMx25,1175654,74
UP000184444,Paracoccus solventivorans,53463,3193
UP000013165,Marinobacter nanhaiticus D15-8W,626887,4732
UP000002620,Ammonifex degensii (strain DSM 10501 / KC4),429009,2077
UP000183847,Actinobacteria bacterium CG2_30_50_142,1803498,1944
UP000184232,Flavobacterium haoranii,683124,2604
UP000178273,Candidatus Eisenbacteria bacterium RBG_16_71_46,1817856,2923
UP000003784,Flavobacteria bacterium BAL38,391598,2588
UP000003197,Acidithiobacillus sp. GGI-221,872330,4007
UP000177733,Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20,1797179,1468
UP000176244,Acetobacterium wieringae,52694,3606
UP000179273,Chloroflexi bacterium RBG_16_57_11,1797651,3607
UP000013307,Archaeoglobus sulfaticallidus PM70-1,387631,2213
UP000006694,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) (Cytophaga johnsonae),376686,5016
UP000182938,Janibacter terrae,103817,3139
UP000004001,Prevotella timonensis CRIS 5C-B1,679189,2202
UP000178713,Xanthomonadales bacterium RIFOXYA1_FULL_68_6,1802655,1076
UP000094259,Pseudomonas sp. 21C1,1843690,4646
UP000002861,Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154),435590,3982
UP000178362,Curvibacter sp. GWA2_63_95,1797746,3568
UP000018548,Pandoraea pnomenusa,93220,4639
UP000001114,Actinobacillus succinogenes (strain ATCC 55618 / 130Z),339671,2077
UP000001899,Lactobacillus phage phiPYB5,438780,46
UP000002251,Clostridium phage phiCTP1,871584,86
UP000004245,Rhodococcus equi ATCC 33707,525370,5029
UP000013562,Mycobacterium phage WIVsmall,1327036,83
UP000023785,Acinetobacter nectaris CIP 110549,1392540,2541
UP000007074,Serratia proteamaculans (strain 568),399741,4930
UP000013782,Enterococcus pallens ATCC BAA-351,1158607,5181
UP000004281,Actinomyces sp. oral taxon 175 str. F0384,944560,2638
UP000001355,Bacillus pumilus (strain SAFR-032),315750,3700
UP000002174,Lactobacillus prophage Lj771,139871,56
UP000175362,Porcine circovirus-like virus P1,1506546,2
UP000006023,Gordonia amarae NBRC 15530,1075090,4691
UP000145001,Rabbit coronavirus HKU14,1160968,10
UP000004485,gamma proteobacterium IMCC2047,434085,2263
UP000014176,Eubacterium sp. 14-2,1235790,3773
UP000014012,Plesiomonas shigelloides 302-73,1315976,3377
UP000117503,Circovirus-like genome DCCV-7,1788447,5
UP000014112,Lachnospiraceae bacterium 28-4,397287,3953
UP000050819,Bacteroides sp. SM23_62,1703352,4378
UP000008543,Histophilus somni (strain 2336) (Haemophilus somnus),228400,1971
UP000064939,Acinetobacter equi,1324350,2679
UP000004728,Novosphingobium nitrogenifigens DSM 19370,983920,3800
UP000132617,Maize Iranian mosaic nucleorhabdovirus,348823,6
UP000004731,Rhodobacteraceae bacterium HTCC2150,388401,3636
UP000014254,Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides),1220926,12143
UP000174178,Paramuricea placomus associated circular virus,1692260,2
UP000006582,Polynucleobacter necessarius subsp. necessarius (strain STIR1),452638,1507
UP000107687,Miniopterus schreibersii papillomavirus 1,1195364,6
UP000002134,Streptococcus phage Sfi21,64186,38
UP000008407,Mycobacterium phage JC27,1034108,97
UP000007957,Lactococcus phage ul36,114416,61
UP000069875,Spodoptera exigua multiple nucleopolyhedrovirus,10454,137
UP000007345,Salmonella phage SSU5,1177632,130
UP000000979,Salmonella phage ST64B,175950,56
UP000031941,Sulfurovum sp. AS07-7,1539062,2448
UP000014960,Desulfovibrio sp. X2,941449,3444
UP000014977,Desulfococcus multivorans DSM 2059,1121405,3844
UP000001159,Vibrio phage VHML,207597,57
UP000015354,Strigomonas culicis,28005,9986
UP000177674,Chloroflexi bacterium RBG_19FT_COMBO_55_16,1797669,1869
UP000176992,Candidatus Glassbacteria bacterium GWA2_58_10,1817865,1366
UP000005697,Prevotella multiformis DSM 16608,888743,2884
UP000036477,Robinsoniella sp. RHS,1504536,6119
UP000008207,Methylobacterium nodulans (strain LMG 21967 / CNCM I-2342 / ORS 2060),460265,8128
UP000182565,Candidatus Berkelbacteria bacterium CG2_30_43_20,1805038,687
UP000184085,Donghicola sp. KarMa,1779855,4047
UP000002384,Cyanothece sp. (strain PCC 7424) (Synechococcus sp. (strain ATCC 29155)),65393,5656
UP000031257,marine actinobacterium MedAcidi-G2A,1550400,1145
UP000001531,Corynebacterium phage BFK20,28358,54
UP000005953,Reinekea blandensis MED297,314283,4236
UP000001538,Mycobacterium phage Wildcat,373415,148
UP000002089,Pseudomonas phage LKA1,386793,57
UP000031651,Bacillus sp. (strain OxB-1),98228,3544
UP000002094,Vibrio phage VSKK,180503,6
UP000015559,Sulfuricella denitrificans skB26,1163617,3071
UP000015480,Paracoccus aminophilus JCM 7686,1367847,4462
UP000000259,Pyrococcus abyssi virus 1,425386,25
UP000005561,Marvinbryantia formatexigens DSM 14469,478749,4894
UP000028824,Paenirhodobacter enshiensis,1105367,2781
UP000116555,Simian cytomegalovirus (strain Colburn),50292,177
UP000003612,Neisseria mucosa C102,435832,2026
UP000002204,Rhodococcus erythropolis (strain PR4 / NBRC 100887),234621,6424
UP000155489,Torque teno mini virus 9,687377,3
UP000150550,unidentified adenovirus,10535,22
UP000163768,Pteropine orthoreovirus,1459003,11
UP000142685,Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus),36351,105
UP000015933,Streptococcus sp. HSISM1,1316408,2219
UP000070076,candidate divison MSBL1 archaeon SCGC-AAA261O19,1698277,779
UP000001054,Sinorhizobium fredii (strain NBRC 101917 / NGR234),394,6274
UP000136605,Snake adenovirus serotype 1 (SnAdV-1),189830,28
UP000000881,Vibrio phage K139,70734,44
UP000184460,Caedibacter sp. 38-128,1895736,1719
UP000162740,Karimabad virus,415382,4
UP000001384,Bacillus cereus Rock4-18,526988,2841
UP000018620,Escherichia phage 4MG,1391428,271
UP000116944,Phlebovirus GGP-2011a,1048857,4
UP000008899,Escherichia phage vB_EcoP_G7C,1054461,79
UP000002495,Helicobacter hepaticus (strain ATCC 51449 / 3B1),235279,1872
UP000076079,Acidobacteria bacterium DSM 100886,1813736,6189
UP000144177,BtMs-AlphaCoV/GS2013,1503290,6
UP000003089,Bacteroides nordii CL02T12C05,997884,4388
UP000014709,Cellulophaga phage phiSM,756280,81
UP000029891,Mycobacterium phage Carcharodon,1555233,71
UP000162341,Tuhoko virus 3,798074,7
UP000033484,Streptomyces sp. NRRL S-495,1609133,7273
UP000011721,Desulfocapsa sulfexigens (strain DSM 10523 / SB164P1),1167006,3514
UP000002217,Desulfotomaculum acetoxidans (strain ATCC 49208 / DSM 771 / VKM B-1644),485916,4016
UP000003110,Citreicella sp. 357,766499,4573
UP000003111,Aeromicrobium marinum DSM 15272,585531,3077
UP000003112,Prevotella buccae ATCC 33574,873513,2896
UP000000852,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3),485917,4249
UP000114860,Bandicoot papillomatosis carcinomatosis virus type 2,500654,3
UP000031352,marine actinobacterium MedAcidi-G2B,1550401,1149
UP000036681,Ascaris lumbricoides (Giant roundworm),6252,18566
UP000031036,Toxocara canis (Canine roundworm),6265,18499
UP000030972,Geobacter sp. OR-1,1266765,4153
UP000005297,Mariprofundus ferrooxydans PV-1,314345,2856
UP000002538,Sinorhizobium phage PBC5,179237,83
UP000000268,Acaryochloris marina (strain MBIC 11017),329726,8172
UP000014704,Lactococcus phage BM13,1229751,55
UP000016925,Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast),1230383,3318
UP000030708,Plasmodium falciparum Tanzania (2000708),1036725,6699
UP000016928,Fusarium oxysporum f. sp. cubense (strain race 1) (Panama disease fungus),1229664,15355
UP000184124,Rhizobiales bacterium 63-22,1895812,3741
UP000017119,Mycoplasma parvum str. Indiana,1403316,580
UP000002185,Thiomonas intermedia (strain K12) (Thiobacillus intermedius),75379,3134
UP000003821,Anaerococcus vaginalis ATCC 51170,655811,1764
UP000003822,Actinomyces graevenitzii C83,435830,1852
UP000182569,Clostridium estertheticum subsp. estertheticum,1552,4203
UP000000960,Atopobium parvulum (strain ATCC 33793 / DSM 20469 / JCM 10300 / VPI 0546) (Streptococcus parvulus) (Peptostreptococcus parvulus),521095,1353
UP000176780,Candidatus Curtissbacteria bacterium RIFCSPLOWO2_01_FULL_41_18,1797727,645
UP000029989,Lysobacter arseniciresistens ZS79,913325,2363
UP000001624,Pantoea sp. (strain At-9b),592316,5760
UP000019116,Triticum aestivum (Wheat),4565,136866
UP000029986,Hafnia alvei FB1,1453496,4059
UP000017559,Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri),1381753,17976
UP000018241,Succinatimonas sp. CAG:777,1262974,1970
UP000000689,Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639) (Saccharomyces dairenensis),1071378,5523
UP000013378,Caldisalinibacter kiritimatiensis,1304284,2681
UP000054270,Hypholoma sublateritium FD-334 SS-4,945553,17638
UP000006462,Pyramidobacter piscolens W5455,352165,2755
UP000004165,Dietzia cinnamea P4,910954,3537
UP000001732,Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / BT),309798,1481
UP000017642,Bacteroidales bacterium CF,1400053,2289
UP000094877,Macellibacteroides sp. HH-ZS,1857568,3239
UP000004115,Lactobacillus iners DSM 13335,525328,1214
UP000004088,Kingella denitrificans ATCC 33394,888741,2517
UP000067708,Rhodoluna lacicola,529884,1364
UP000053630,Fomitiporia mediterranea (strain MF3/22) (Grapevine white-rot fungus),694068,531
UP000001882,Methanocella paludicola (strain DSM 17711 / JCM 13418 / NBRC 101707 / SANAE),304371,2993
UP000004339,Pseudomonas sp. M47T1,1179778,5675
UP000023755,Neorickettsia helminthoeca str. Oregon,1286528,868
UP000007129,Macrophomina phaseolina (strain MS6) (Charcoal rot fungus),1126212,13801
UP000184485,Kaistia soli DSM 19436,1122133,4866
UP000004318,Pseudooceanicola batsensis (strain ATCC BAA-863 / DSM 15984 / KCTC 12145 / HTCC2597) (Oceanicola batsensis),252305,4193
UP000017810,Serratia sp. DD3,1410619,4028
UP000001052,Desulfohalobium retbaense (strain ATCC 49708 / DSM 5692 / JCM 16813 / HR100),485915,2500
UP000017826,Asticcacaulis sp. AC466,1282362,4276
UP000004324,Pelosinus fermentans B4,1149862,4690
UP000008722,Oceanithermus profundus (strain DSM 14977 / NBRC 100410 / VKM B-2274 / 506),670487,2372
UP000017837,Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896,1121022,4617
UP000078558,Orrella dioscoreae,1851544,4364
UP000018000,Clostridium sp. CAG:1193,1262771,1080
UP000018008,Clostridium sp. CAG:306,1262794,2130
UP000050514,Bellilinea caldifistulae,360411,2990
UP000018014,Bacillus sp. CAG:988,1262708,1397
UP000007587,Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2) (Myxococcus coralloides),1144275,8019
UP000018037,Ruminococcus sp. CAG:108,1262950,1917
UP000077206,Stagonospora sp. SRC1lsM3a,765868,14420
UP000019450,Candidatus Hepatoplasma crinochetorum Av,1427984,582
UP000158662,Avon-Heathcote Estuary associated circular virus 21,1618245,2
UP000152762,Ovine gammaherpesvirus 2,10398,74
UP000176825,Jeongeupia sp. USM3,1906741,3426
UP000002045,Xenorhabdus bovienii (strain SS-2004),406818,4102
UP000018062,Prevotella sp. CAG:485,1262927,1956
UP000178449,Candidatus Lambdaproteobacteria bacterium RIFOXYD2_FULL_50_16,1817772,2798
UP000018069,Eubacterium hallii CAG:12,1263078,2309
UP000018073,Firmicutes bacterium CAG:884,1262990,1232
UP000179167,Deltaproteobacteria bacterium RBG_13_65_10,1797835,1809
UP000018080,Microbacterium sp. TS-1,1344956,3155
UP000179129,Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11,1817867,2888
UP000178764,Candidatus Berkelbacteria bacterium RBG_13_40_8,1797467,650
UP000018093,Eubacterium dolichum CAG:375,1263076,1927
UP000177853,Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_12_FULL_40_9,1802467,430
UP000179172,Treponema sp. GWC1_61_84,1802380,4033
UP000018111,Prevotella sp. CAG:1320,1262922,2035
UP000176732,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_02_FULL_47_12,1802137,602
UP000018123,Firmicutes bacterium CAG:56,1263031,2160
UP000001522,Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) (Campylobacter mustelae),679897,1400
UP000176656,Deltaproteobacteria bacterium RBG_13_58_19,1797832,1800
UP000178867,Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_52_36,1801980,1327
UP000176424,Candidatus Amesbacteria bacterium RIFOXYB1_FULL_44_23,1797263,1156
UP000018154,Alistipes finegoldii CAG:68,1263035,2386
UP000177932,Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_43_30,1802158,740
UP000176608,candidate division WWE3 bacterium RIFCSPHIGHO2_01_FULL_42_13,1802617,651
UP000178620,Omnitrophica WOR_2 bacterium GWA2_47_8,1801840,1882
UP000007032,Helicobacter canadensis MIT 98-5491,537970,1535
UP000177597,Geobacteraceae bacterium GWC2_55_20,1798317,3816
UP000002361,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),272942,3632
UP000018223,Clostridium sp. CAG:798,1262841,1270
UP000018246,Clostridium hathewayi CAG:224,1263067,4752
UP000002371,Lactobacillus crispatus (strain ST1),748671,2003
UP000178578,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_68_20,1797505,3439
UP000177162,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_57_22,1797892,3009
UP000004602,Oribacterium sp. oral taxon 078 str. F0262,608534,2936
UP000018292,Roseburia sp. CAG:309,1262945,2223
UP000018295,Prevotella sp. CAG:604,1262932,2073
UP000018300,Butyrivibrio crossotus CAG:259,1263062,1976
UP000177049,Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_69_21,1802108,2302
UP000176448,Burkholderiales bacterium RIFCSPHIGHO2_12_63_9,1797556,1016
UP000000375,Pseudomonas phage KPP10 (Bacteriophage KPP10),582345,158
UP000178348,Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_53_13,1798651,669
UP000179072,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_38_11,1802060,568
UP000018342,Clostridium sp. CAG:264,1262786,2136
UP000178129,Rhynchosporium commune,914237,12210
UP000178774,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_41_41,1802203,925
UP000177082,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_21,1802519,953
UP000176939,Candidatus Woesebacteria bacterium RBG_13_36_22,1802478,1231
UP000018364,Clostridium sp. CAG:217,1262779,1746
UP000176631,Candidatus Woykebacteria bacterium RBG_13_40_15,1802593,961
UP000177731,Chloroflexi bacterium RBG_19FT_COMBO_56_12,1797670,1478
UP000018373,Firmicutes bacterium CAG:313,1263017,1321
UP000176519,Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6,1797363,2644
UP000178305,Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_48_11,1798395,768
UP000018383,Dialister sp. CAG:588,1262871,1171
UP000006742,Mobiluncus curtisii (strain ATCC 43063 / DSM 2711 / V125) (Falcivibrio vaginalis),548479,1904
UP000177559,Desulfobacterales bacterium GWB2_56_26,1797913,3668
UP000184278,Butyrivibrio fibrisolvens DSM 3071,1121131,4043
UP000183447,Devosia enhydra,665118,3974
UP000018402,Firmicutes bacterium CAG:555,1263030,1723
UP000018406,Bacteroides sp. CAG:189,1262737,3866
UP000018410,Firmicutes bacterium CAG:129,1263003,1635
UP000018411,Eubacterium sp. CAG:180,1262882,1742
UP000018414,Eubacterium sp. CAG:251,1262886,1717
UP000095774,Prevotella copri,165179,4835
UP000004889,Leptospira licerasiae serovar Varillal str. VAR 010,1049972,3927
UP000018688,Helicobacter canis NCTC 12740,1357399,1800
UP000094542,Pseudonocardia sp. SCN 72-86,1660131,5879
UP000000533,Ehrlichia ruminantium (strain Gardel),302409,948
UP000001572,Alkaliphilus metalliredigens (strain QYMF),293826,4467
UP000018763,Mycobacterium neoaurum VKM Ac-1815D,700508,4995
UP000018781,Rhodococcus pyridinivorans SB3094,1435356,4825
UP000006591,Oryza nivara (Indian wild rice),4536,46168
UP000078541,Trachymyrmex septentrionalis,34720,15167
UP000018850,Zhouia amylolytica AD3,1286632,3353
UP000003919,Algoriphagus machipongonensis,388413,3932
UP000176100,Desulfuromonadales bacterium C00003107,1869309,2045
UP000018890,Bacillus wakoensis JCM 9140,1236970,4575
UP000003644,Flavobacteria bacterium (strain MS024-2A),487796,1770
UP000177144,Chlamydiae bacterium RIFCSPLOWO2_01_FULL_28_7,1797606,572
UP000005437,Pseudomonas fluorescens F113,1114970,5837
UP000019040,Aphanomyces astaci,112090,24980
UP000001903,Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / NCIMB 13204 / VKM B-1734) (Halococcus turkmenicus),543526,5113
UP000002414,Corynebacterium phage P1201,384848,95
UP000114841,Macaca fascicularis papillomavirus type 1,419544,6
UP000012063,Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643,1293054,2662
UP000036680,Anisakis simplex (Herring worm),6269,20786
UP000012092,Leptospira interrogans serovar Icterohaemorrhagiae str. Verdun HP,1049910,5191
UP000178162,Candidatus Woykebacteria bacterium RBG_16_39_9b,1802595,538
UP000176791,Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_12_FULL_47_17,1797460,587
UP000000331,Brochothrix phage A9,857312,199
UP000001157,Natrialba phage PhiCh1,114777,98
UP000007475,Pseudomonas phage phiIBB-PF7A,942165,50
UP000019184,Candidatus Contendobacter odensis Run_B_J11,1400861,4763
UP000019190,Klebsiella pneumoniae IS39,1432561,5313
UP000167928,Toscana virus (Tos),11590,4
UP000002326,Sonchus yellow net virus (SYNV),11307,6
UP000153129,Mongoose feces-associated gemycircularvirus a,1634485,2
UP000019163,Cronobacter phage Dev2,1410331,45
UP000053171,Kocuria kristinae,37923,1872
UP000031087,Clostridium phage phiCT19406C,1567011,63
UP000019232,Corynebacterium falsenii DSM 44353,1451189,2243
UP000011298,Pelagibacter phage HTVC008M,1283076,198
UP000005231,Vibrio phage vB_VchM-138,1127518,67
UP000019254,Listeria cornellensis FSL F6-0969,1265820,3346
UP000019267,Spiroplasma culicicola AES-1,1276246,1071
UP000019277,Actinokineospora spheciospongiae,909613,6610
UP000001709,Flavobacterium phage 11b,294631,65
UP000001691,Uncultured termite group 1 bacterium phylotype Rs-D17,471821,767
UP000014715,Cellulophaga phage phi38:1,1327977,101
UP000019365,Ruminococcus flavefaciens 007c,1341157,3184
UP000000734,Pseudomonas phage phi8,120086,19
UP000008479,Murine polyomavirus (strain A2) (MPyV),10636,5
UP000019377,Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis),1365824,5765
UP000030740,Enterobacter phage phiKDA1,1147139,62
UP000012997,Edwardsiella phage PEi21,1325372,71
UP000153328,Dromedary stool-associated circular ssDNA virus,1574422,2
UP000000241,Synechococcus phage Syn5,438482,61
UP000019372,Bacillus sp. JCM 19045,1460639,4678
UP000019767,Richelia intracellularis,1164990,7610
UP000006871,Ketogulonicigenium vulgare (strain Y25),880591,3209
UP000158899,Bovine papillomavirus,10571,6
UP000162722,Mosquito VEM Anellovirus SDBVL B,1034791,3
UP000092926,Pseudonocardia sp. HH130630-07,1690815,5619
UP000002786,Prevotella bivia DSM 20514,868129,2064
UP000022447,Roseivivax halodurans JCM 10272,1449350,4304
UP000092574,Blautia sp. YL58,1796616,4502
UP000002772,Prevotella multisaccharivorax DSM 17128,688246,2694
UP000078559,Valsa mali,105487,11147
UP000078138,Methylosinus sp. R-45379,980563,4368
UP000009144,Methylophaga nitratireducenticrescens (strain ATCC BAA-2433 / DSM 25689 / JAM1),754476,3011
UP000006470,Polaribacter sp. MED152,313598,2634
UP000076848,Bordetella ansorpii,288768,5495
UP000076603,Clostridium magnum DSM 2767,1121326,6083
UP000001492,Asticcacaulis excentricus (strain ATCC 15261 / DSM 4724 / VKM B-1370 / CB 48),573065,3743
UP000005766,Synechococcus sp. (strain ATCC 29403 / PCC 7335),91464,5475
UP000055048,Trichinella murrelli,144512,17983
UP000003994,Actinomyces turicensis ACS-279-V-Col4,883077,1709
UP000054354,Burkholderia sp. A9,1365108,3010
UP000006085,Bergeyella zoohelcum ATCC 43767,883096,2120
UP000054201,Providencia rettgeri,587,1896
UP000001208,Chloroherpeton thalassium (strain ATCC 35110 / GB-78),517418,2708
UP000065824,Chelatococcus sp. CO-6,1702325,4557
UP000037269,Aneurinibacillus migulanus (Bacillus migulanus),47500,5649
UP000054041,Opitutaceae bacterium BACL24 MAG-120322-bin51,1655636,2384
UP000007333,Pseudomonas phage JBD18,1225791,52
UP000053815,Mucor ambiguus,91626,11311
UP000053651,archaeon GW2011_AR21,1579379,427
UP000053496,Arthrobacter sp. Soil782,1736410,3115
UP000053314,Clostridiales bacterium 38_11,1641393,1864
UP000053082,bacterium 42_11,1635281,1635
UP000052013,Lactobacillus diolivorans DSM 14421,1423739,2962
UP000051829,Kitasatospora sp. Root187,1736486,6308
UP000050569,Halomonas sp. HL-48,1479235,3248
UP000051980,Williamsia sp. Leaf354,1736349,4063
UP000033765,Hyphomonas sp. BRH_c22,1629710,3532
UP000037960,beta proteobacterium AAP99,1523428,3159
UP000037784,Ardenticatena maritima,872965,3144
UP000037267,Clostridium purinilyticum,1503,3284
UP000037077,Bacillus sp. FJAT-27231,1679168,3828
UP000036953,Bacillus sp. FJAT-27916,1679169,3770
UP000036334,Mycobacterium haemophilum,29311,3743
UP000036030,Chryseobacterium sp. BLS98,885586,3836
UP000035088,Gordonia araii NBRC 100433,1073574,3796
UP000034869,Parcubacteria group bacterium GW2011_GWA2_43_13,1618826,883
UP000034766,candidate division TM6 bacterium GW2011_GWF2_32_72,1619079,881
UP000034666,Parcubacteria group bacterium GW2011_GWA2_44_13,1618830,900
UP000034461,Microgenomates group bacterium GW2011_GWB1_45_17,1618506,1043
UP000164976,Dragonfly cyclovirus 3,1234881,3
UP000001822,Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469),269798,3771
UP000159358,Cercopithecine alphaherpesvirus 9 (Simian varicella virus),35246,68
UP000051084,Lactobacillus equigenerosi DSM 18793 = JCM 14505,1423742,1490
UP000050805,Lysobacter sp. Root96,1736612,3827
UP000051978,Smithella sp. SDB,1735324,2587
UP000005269,Enterococcus faecium DO,333849,3059
UP000036964,Parcubacteria bacterium C7867-003,1659197,549
UP000035213,Chryseobacterium gallinarum,1324352,3813
UP000034875,candidate division CPR1 bacterium GW2011_GWA2_42_17,1618341,698
UP000034708,Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10,1619069,747
UP000034602,Parcubacteria group bacterium GW2011_GWF2_50_9,1618975,1121
